Bin	Distance_kb	Avg_R2	SD_R2	SE_R2	N_Pairs	Sum_R2	SumSq_R2	Var_R2
479000	479	0.155963055214167	0.266267789951017	6.95912094477997e-05	14639576	2283233	1394024.5	0.0708985359653989
480000	480	0.156238828512217	0.26662648759387	6.97013882609962e-05	14632675	2286192	1397424.2	0.071089683886644
482000	482	0.156097558307398	0.266631672441304	6.9719424298446e-05	14625674	2283032	1396150.7	0.071092448748847
483000	483	0.156101638934678	0.266518493773352	6.961526731902e-05	14657021	2287985	1398277.3	0.0710321075232163
484000	484	0.155556614574524	0.266070983999072	6.94731601396086e-05	14667663	2281652	1393305.2	0.0707937685262341
485000	485	0.155248269730893	0.265762957839032	6.93285718942189e-05	14694824	2281346	1392069.7	0.0706299497593511
486000	486	0.155251389604806	0.265615137577749	6.93018866784515e-05	14689788	2280610	1390453	0.0705514013104467
487000	487	0.154951506943115	0.265383144388472	6.92094353434298e-05	14703342	2278305	1388556.9	0.0704282133255124
488000	488	0.154840113214765	0.265406823239786	6.91689925086112e-05	14723168	2279737	1390106.2	0.070440781822235
489000	489	0.155034158420032	0.265562728581274	6.93850711781434e-05	14648804	2271065	1385178.5	0.0705235628115312
490000	490	0.154680713488131	0.26524144861386	6.92865054263894e-05	14654988	2266844	1381659.8	0.0703530260627788
491000	491	0.154496361757682	0.265074999855524	6.93728657113178e-05	14600182	2255675	1374371.8	0.0702647555484062
492000	492	0.154421839930242	0.264990006897231	6.92962869144001e-05	14623087	2258124	1375532.5	0.0702197037553947
493000	493	0.154523854842165	0.265144469516258	6.93157124267966e-05	14631935	2260983	1378024.1	0.0703015897150579
494000	494	0.154600524978816	0.265336172609305	6.93805342701158e-05	14625733	2261146	1379274	0.0704032844949548
495000	495	0.154335687565917	0.265205389882991	6.93289331516151e-05	14633077	2258406	1377754	0.0703338988229891
496000	496	0.154610009093029	0.26535167122416	6.95553519380015e-05	14554006	2250195	1372672.2	0.0704115094214549
497000	497	0.15431152241581	0.265246717373201	6.94402370726305e-05	14590751	2251521	1373979.9	0.0703558210772587
499000	499	0.153559862045123	0.264529813944447	6.91582252856328e-05	14630581	2246670	1368788.2	0.069976022465484
500000	500	0.153241479550683	0.26420022247054	6.90320245247969e-05	14647555	2244613	1366392.9	0.0698017575534827
501000	501	0.15328874569626	0.264168990255207	6.90817048284911e-05	14623037	2241547	1364076.3	0.0697852554124554
502000	502	0.152756356013824	0.263495221172784	6.88659649664643e-05	14639836	2236328	1358053.2	0.0694297315808945
503000	503	0.152628056296893	0.263355276441551	6.88205924241422e-05	14643579	2235021	1356747	0.0693560016296059
504000	504	0.152332164801659	0.263177823898173	6.87497547979753e-05	14654003	2232276	1355021.3	0.0692625669917778
505000	505	0.15210008110351	0.262770044777629	6.86631969679495e-05	14645482	2227579	1350057.6	0.0690480964324372
507000	507	0.151515431049133	0.262097291034794	6.8512516987813e-05	14634747	2217390	1341302.6	0.0686949899677776
508000	508	0.151477440602663	0.262017661625835	6.86187133873008e-05	14580620	2208635	1335565.4	0.0686532550038707
509000	509	0.151362490187828	0.261868535785629	6.85808706207949e-05	14580105	2206881	1333871.6	0.0685751300345091
510000	510	0.151080771906906	0.261685864943869	6.85018857913912e-05	14593366	2204777	1332445.7	0.0684794919114211
511000	511	0.150944253389461	0.261712625482958	6.8404316252034e-05	14638020	2209525	1336124.3	0.068493498337183
512000	512	0.150883038336567	0.26155874175807	6.83316784728372e-05	14651912	2210725	1335941.8	0.0684129753900647
513000	513	0.150737151281964	0.261377891917195	6.84111516692774e-05	14597682	2200413	1328974.3	0.068318402383077
514000	514	0.151309543392541	0.262040614457497	6.87462642712705e-05	14529110	2198393	1330283.3	0.0686652836252628
515000	515	0.151766717028015	0.262538960445353	6.89243819960302e-05	14509143	2202005	1334258.5	0.0689267057517268
516000	516	0.151226974465525	0.262198302005309	6.87075079261097e-05	14563017	2202321	1334227.9	0.0687479495744674
517000	517	0.150965946433273	0.261904305009544	6.85166956300204e-05	14611421	2205827	1335258.6	0.068593864982532
518000	518	0.151563534659275	0.262442890200285	6.87301572180167e-05	14580585	2209885	1339194.3	0.0688762706166789
519000	519	0.15163225408755	0.262421220739252	6.87892135262562e-05	14553157	2206728	1336812.8	0.0688648970942793
520000	520	0.151894705983525	0.262714260317927	6.88527380161676e-05	14558776	2211401	1340729.1	0.0690187825743955
521000	521	0.151902265759422	0.262727934031682	6.88548437196582e-05	14559401	2211606	1340924.7	0.0690259673205558
522000	522	0.152330959957925	0.263192715055966	6.90368722144808e-05	14534012	2213980	1344034.6	0.0692704052585311
523000	523	0.152137656895024	0.263005211300778	6.89501168181774e-05	14549856	2213581	1343207.9	0.0691717411713667
524000	524	0.152217232822604	0.263100179630023	6.90091075243779e-05	14535483	2212551	1342959.3	0.0692217045213506
525000	525	0.151971404170686	0.262883943676033	6.89681712207789e-05	14528832	2207967	1339605.9	0.0691079678426636
526000	526	0.151626946662331	0.262456518181642	6.88254470470302e-05	14541749	2204921	1336010.9	0.0688834239360305
527000	527	0.151685441437226	0.262505922720635	6.8757818121908e-05	14575855	2210945	1339781	0.0689093594634121
528000	528	0.151657367990669	0.262369750665477	6.87224430804018e-05	14575731	2210517	1338603.7	0.0688378860642647
529000	529	0.151630678357206	0.262465246954595	6.87185926706514e-05	14587978	2211985	1340341.5	0.0688880058589364
531000	531	0.150933960866535	0.261890119536383	6.85073256488247e-05	14613835	2205724	1335229.5	0.0685864347107808
532000	532	0.151735420853872	0.262766334531043	6.87690174091801e-05	14600032	2215342	1344221.8	0.0690461465628802
533000	533	0.151133879261876	0.26211380647838	6.86136289126954e-05	14593485	2205570	1335962	0.0687036475465856
534000	534	0.150638264702514	0.261528772842209	6.844691458163e-05	14599272	2199209	1329835.8	0.068397299024352
535000	535	0.150763084942881	0.26163464190714	6.85540025150151e-05	14565482	2195937	1328112.6	0.0684526858458776
536000	536	0.150404008285461	0.261181002104918	6.84605952429882e-05	14554652	2189078	1322099.2	0.068215515860529
537000	537	0.150464698010672	0.261379033169862	6.84946200873552e-05	14562253	2191105	1324562.5	0.068318998980812
538000	538	0.15044228371348	0.261581314181926	6.84941954332232e-05	14584982	2194198	1328074.4	0.0684247839291436
539000	539	0.150761399101031	0.261979546115215	6.85661935850385e-05	14598717	2200923	1333772.1	0.068633282582734
540000	540	0.150761988536545	0.261997298365753	6.85642296297169e-05	14601532	2201356	1334167.7	0.0686425843509534
541000	541	0.150517867935371	0.261687248695518	6.84904056098186e-05	14598413	2197322	1330438.7	0.0684802161298297
542000	542	0.150598364774912	0.261905975932548	6.86003924925518e-05	14575975	2195118	1330416.4	0.0685947402291802
543000	543	0.150607111506566	0.261840341465765	6.86396226592289e-05	14552022	2191638	1327768.2	0.0685603644189085
544000	544	0.150620583138174	0.261802554581123	6.86473529056782e-05	14544546	2190708	1326857.3	0.0685405775852018
545000	545	0.150678044832445	0.262014110906381	6.87542758364405e-05	14522786	2188265	1326733	0.0686513943140614
546000	546	0.150568431144359	0.261623433763836	6.86399280855419e-05	14527793	2187427	1323738.7	0.0684468210943802
547000	547	0.150561933069026	0.261653684348481	6.86400763800102e-05	14531090	2187829	1324240.7	0.0684626505331345
548000	548	0.150273665877986	0.261284204403167	6.8482588656437e-05	14556802	2187504	1322508.9	0.0682694354705959
549000	549	0.15049257427192	0.261621145224546	6.86670027285686e-05	14516085	2184563	1322323	0.0684456236286032
550000	550	0.150186448680708	0.261273639539736	6.86456402955414e-05	14486560	2175685	1315667.7	0.0682639147183398
551000	551	0.149662565357132	0.260732150909379	6.84185168612861e-05	14522516	2173477	1312547	0.0679812545178312
552000	552	0.150049664090216	0.261129272245744	6.859873949506e-05	14490349	2174272	1314323.9	0.0681884968235918
553000	553	0.149945404030493	0.261176092373996	6.85445578143934e-05	14518471	2176978	1316775.6	0.0682129512277501
554000	554	0.149977852656945	0.261263683758838	6.86953749368843e-05	14464489	2169353	1312682.3	0.0682587124512383
555000	555	0.149464355749962	0.260645861285967	6.83462598054491e-05	14543608	2173751	1312936.7	0.0679362650055037
556000	556	0.148986825723285	0.260222485668722	6.81905061839636e-05	14562697	2169650	1309373.1	0.0677157420476081
557000	557	0.14902126428699	0.260228947015871	6.82598355584849e-05	14533852	2165853	1306977.6	0.067719104864989
558000	558	0.148970007848699	0.260037210217491	6.81891684654473e-05	14542538	2166402	1306085.9	0.0676193506976955
559000	559	0.148985308718726	0.260289580249492	6.82432926835589e-05	14547676	2167390	1308524	0.0677506655864566
560000	560	0.149432624782638	0.260739038648254	6.8425995054562e-05	14520109	2169778	1311383	0.0679848462752158
561000	561	0.149268040403996	0.260473054119192	6.84263507929885e-05	14490349	2162946	1305974	0.0678462119221793
562000	562	0.149188249123878	0.260259538070756	6.83980420039659e-05	14478580	2160034	1302958.7	0.0677350271568036
563000	563	0.149471200392894	0.260800230923758	6.84760760273104e-05	14505684	2168182	1310710.4	0.0680167604498853
564000	564	0.149016676813696	0.260355834119276	6.83144501642865e-05	14524777	2164434	1307101.1	0.067785160359944
565000	565	0.14936878019588	0.26058627933329	6.84706764357253e-05	14484178	2163484	1306708.1	0.0679052089767674
566000	566	0.149425673771152	0.260900927500297	6.84081290630546e-05	14545740	2173507	1314896	0.0680692939705154
567000	567	0.149604164990139	0.261007865432246	6.85106551413386e-05	14514128	2171374	1313623.1	0.0681251058174974
568000	568	0.149301861350301	0.260813963798385	6.8371335442308e-05	14551694	2172595	1314235.8	0.0680239237122251
569000	569	0.149131493023983	0.260560287018633	6.83455350751911e-05	14534368	2167532	1310009.7	0.0678916631712325
570000	570	0.148719203314494	0.260281072922109	6.82222362178008e-05	14555706	2164713	1308028.7	0.0677462369214844
571000	571	0.149222927088298	0.261005317062136	6.84351988602039e-05	14545868	2170577	1314819.3	0.0681237755347061
572000	572	0.149031302101634	0.260778217543842	6.83554074221803e-05	14554486	2169074	1313041.8	0.0680052787453436
574000	574	0.149650233068699	0.261400966966705	6.86660148922913e-05	14492079	2168743	1314803.4	0.0683304655311284
575000	575	0.149074910422755	0.260612700354438	6.83677812779556e-05	14530755	2166171	1309835.8	0.0679189795860319
576000	576	0.149049716630965	0.260467159130475	6.84386893630463e-05	14484469	2158906	1304456.2	0.0678431409855004
577000	577	0.149136829097644	0.260655008486238	6.8539384386841e-05	14462779	2156933	1304294.3	0.067941033448961
578000	578	0.149308670261951	0.260756786277635	6.85572310795397e-05	14466541	2159980	1306143.2	0.0679941015898403
579000	579	0.148920587930505	0.260605241700214	6.84522314152249e-05	14494094	2158469	1305808.2	0.0679150920016271
580000	580	0.148351992966567	0.259940479699184	6.81677921248609e-05	14540836	2157162	1302529.8	0.067569052986242
581000	581	0.148844809474958	0.260529808265427	6.84467066595104e-05	14488043	2156470	1304366.6	0.0678757809948202
582000	582	0.149154025660894	0.260968732992146	6.85054882430447e-05	14511965	2164518	1311179.3	0.0681046795995258
583000	583	0.149211038624238	0.261000025287985	6.86139452546102e-05	14469593	2159023	1307833.4	0.0681210132003286
584000	584	0.148693992045344	0.260368533628368	6.83905115041622e-05	14493901	2155156	1303026	0.0677917733037866
585000	585	0.148669258532977	0.260197152830844	6.83178463821311e-05	14505635	2156542	1302680.1	0.0677025583412775
586000	586	0.148235344558165	0.259698543718342	6.8182599349148e-05	14507478	2150521	1297215.9	0.0674433336094275
587000	587	0.148109024172172	0.25944392792822	6.82158362680489e-05	14464939	2142388	1290958.7	0.0673111517388236
588000	588	0.148132948644641	0.259553663221042	6.82862117682912e-05	14447353	2140129	1290314.4	0.0673681040914618
589000	589	0.148211077263658	0.259555390827842	6.84014233928195e-05	14398917	2134079	1286334.8	0.067369000907794
590000	590	0.14824046560315	0.259501894849203	6.84859809152741e-05	14357463	2128357	1282357.9	0.0673412334303265
591000	591	0.148096914070894	0.259520423864004	6.82728783605034e-05	14449295	2139896	1290084.3	0.0673508504025525
592000	592	0.148414808978265	0.25974877915448	6.83722810001053e-05	14432677	2142023	1291672.4	0.0674694282722429
593000	593	0.148139772166574	0.259546530356871	6.83396874048471e-05	14423959	2136762	1288200.8	0.0673644014202902
594000	594	0.148134925873499	0.259605228946198	6.83576239906309e-05	14422912	2136537	1288526.1	0.0673948748962076
595000	595	0.148206994349822	0.259763047313197	6.84976020710269e-05	14381494	2131438	1286311.8	0.0674768407494384
596000	596	0.148073420212357	0.259688036516632	6.84552756989468e-05	14390969	2130920	1286029	0.0674378763098638
597000	597	0.148146119405395	0.259735678822493	6.85235126429584e-05	14367592	2128503	1284604.9	0.0674626228533813
598000	598	0.147935978055786	0.259508721794746	6.84312520517849e-05	14381194	2127496	1283231.5	0.0673447766875426
599000	599	0.14779520008026	0.259274120517542	6.82464974600576e-05	14433033	2133133	1285499.6	0.0672230695701447
600000	600	0.14757562536681	0.25898796190284	6.81981532068092e-05	14421616	2128279	1281408.6	0.0670747644105869
601000	601	0.147284428230339	0.258741725265832	6.81317325506421e-05	14422285	2124178	1278391.1	0.0669472803935392
602000	602	0.146908674309535	0.25830787227712	6.79288968520208e-05	14459929	2124289	1276885.7	0.0667229568803327
603000	603	0.146664978656507	0.257993718812904	6.78210575738812e-05	14470687	2122343	1274453.3	0.0665607589469119
604000	604	0.146785364576024	0.258145094324908	6.79244224819905e-05	14443613	2120111	1273707.6	0.0666388897240158
605000	605	0.146680803294209	0.25812414695225	6.78586692134056e-05	14469269	2122364	1275369.6	0.0666280752398265
606000	606	0.146197343695889	0.257675016982423	6.75982667865637e-05	14530264	2124286	1275322.4	0.0663964143768919
607000	607	0.146320196122925	0.257652577641104	6.77900864948681e-05	14445634	2113688	1268246.5	0.066384850765105
608000	608	0.14594242422925	0.257365116598696	6.76088821898555e-05	14490783	2114820	1268465.1	0.0662368032418606
609000	609	0.146092615217633	0.257696879357672	6.76963130282991e-05	14490664	2116979	1271566.4	0.0664076816306825
610000	610	0.1461347768791	0.257737820012747	6.78170682779154e-05	14443694	2110726	1267927.5	0.0664287838649229
611000	611	0.146282667296892	0.257711124932346	6.78651858703207e-05	14420232	2109430	1266293.1	0.0664150239138952
612000	612	0.146296605976775	0.257723134975386	6.79029746480241e-05	14405529	2107480	1265149.9	0.0664212143015412
613000	613	0.146288264562335	0.257784529385193	6.78799101610156e-05	14422189	2109797	1267034.3	0.0664528635903453
614000	614	0.146097297178895	0.257605556706453	6.78231243709639e-05	14426297	2107643	1265259	0.0663606228460417
615000	615	0.146012704423323	0.257509731957931	6.76617664813811e-05	14484404	2114907	1269282.4	0.0663112620530457
616000	616	0.145807889679837	0.257335965294096	6.759077214125e-05	14495265	2113524	1268071	0.066221799033844
617000	617	0.146003079277612	0.257527179835935	6.76993734812913e-05	14470277	2112705	1268133.8	0.0663202483542501
618000	618	0.146226868183579	0.257887035905088	6.77681687521318e-05	14481299	2117555	1272732.7	0.0665057232879123
619000	619	0.146097904639757	0.257759481731989	6.77072522255562e-05	14493021	2117400	1272263.3	0.0664399504227433
620000	620	0.146107443352813	0.257843724371618	6.77837445239585e-05	14469783	2114143	1270892.2	0.0664833861978271
621000	621	0.145905508010378	0.257404586503352	6.76891608470239e-05	14460866	2109920	1265984.3	0.0662571211529616
622000	622	0.145273233126979	0.256692983215822	6.75053861209493e-05	14459429	2100568	1257906.7	0.0658912876322383
623000	623	0.145089264520892	0.256478857331529	6.75197069864821e-05	14429193	2093521	1252920	0.0657814042580869
624000	624	0.144732844640748	0.256155351684805	6.73707485522843e-05	14456532	2092335	1251403.1	0.0656155641967659
625000	625	0.14472636105162	0.256147347132542	6.73408607645866e-05	14468463	2093968	1252349.4	0.065611463443039
626000	626	0.144590620921333	0.255947451160659	6.7352278964949e-05	14440992	2088032	1247926.2	0.0655090977556381
627000	627	0.144747648955809	0.256199359935063	6.74318871358625e-05	14435288	2089474	1249951.5	0.0656381120311358
628000	628	0.144461941588759	0.25586020295886	6.73098627222752e-05	14449342	2087380	1247465.1	0.0654644434581489
629000	629	0.144452947182751	0.255757983326307	6.73234961320072e-05	14431952	2084738	1245171.5	0.0654121460351396
630000	630	0.14410491381015	0.255343093659116	6.7176296362351e-05	14448279	2082068	1242065.4	0.0652000954794082
631000	631	0.143735494245884	0.254695966893431	6.70153513851084e-05	14444268	2076154	1235417.2	0.0648700355517796
632000	632	0.143897597753813	0.254827538812429	6.71657154636959e-05	14394528	2071338	1232799.1	0.0649370745372
633000	633	0.143913665808684	0.25483808785248	6.71420259167918e-05	14405880	2073203	1233915.4	0.0649424510203083
634000	634	0.144220381982379	0.25512717212267	6.72837134399468e-05	14377836	2073577	1234903.6	0.0650898739553104
635000	635	0.144424127305	0.255510454774539	6.73764472797197e-05	14381399	2077021	1238870.1	0.0652855924990915
636000	636	0.144378093374153	0.255574649269448	6.73627554475989e-05	14394476	2078247	1240277.5	0.0653184013492014
637000	637	0.144200356185874	0.255242226441412	6.7257489663621e-05	14402031	2076778	1237744.2	0.0651485941587692
638000	638	0.144013743961361	0.2551486859694	6.70739284333339e-05	14470355	2083930	1242147	0.0651008519519114
639000	639	0.143931991002148	0.255052282772575	6.71037834253671e-05	14446559	2079322	1239053.7	0.0650516669475016
640000	640	0.144011208962188	0.25522734141016	6.71371830354649e-05	14452007	2081251	1241141.6	0.0651409958032983
641000	641	0.143920311426609	0.255143357563458	6.71899218433885e-05	14419834	2075307	1237383.1	0.0650981329087546
642000	642	0.143789307519482	0.254894104449165	6.72464697414524e-05	14367480	2065890	1230522.5	0.0649710044829419
643000	643	0.143154839782014	0.253944937091197	6.69827292968445e-05	14373199	2057593	1221453.7	0.0644880310742519
644000	644	0.143392547315251	0.254161811186034	6.71774539907769e-05	14314412	2052580	1219010.3	0.0645982262653654
645000	645	0.142963511820573	0.253871119695314	6.70291673398962e-05	14344947	2050804	1217729.8	0.0644505454153522
646000	646	0.142849400418808	0.253730930749257	6.6968644972605e-05	14355020	2050606	1217095.2	0.0643793852188844
647000	647	0.143061690540431	0.253895268922116	6.7008763851419e-05	14356415	2053853	1219282.5	0.0644628075810336
648000	648	0.142745484028441	0.253715649991557	6.69438906790528e-05	14363908	2050383	1217311.1	0.0643716310506384
649000	649	0.143061830037552	0.254173298484451	6.70381903404196e-05	14375246	2056549	1222913	0.064604065662466
650000	650	0.143409746667285	0.254512333729668	6.72187636394703e-05	14336285	2055963	1223499.9	0.0647765280205219
651000	651	0.144182123080048	0.255459840806939	6.75394093218471e-05	14306413	2062729	1231041.3	0.0652597302651067
652000	652	0.144031478215563	0.255432807163513	6.74690948320289e-05	14333214	2064434	1232527.2	0.0652459189754324
653000	653	0.143430115480363	0.254814368566527	6.71504357368769e-05	14399591	2065335	1231201.9	0.0649303624279581
654000	654	0.143218261851711	0.25453113023929	6.71106138156947e-05	14384653	2060145	1226975.9	0.0647860962608905
655000	655	0.143374955804743	0.254606552312014	6.72155833746353e-05	14348259	2057181	1225066.9	0.0648244964802102
656000	656	0.142913259663516	0.254105263545282	6.69956339631771e-05	14385810	2055923	1222703	0.0645694849614173
657000	657	0.142340983124467	0.253425403376182	6.68045832851833e-05	14390894	2048414	1215820.3	0.0642244350763807
658000	658	0.142544922728374	0.253617468717931	6.68752959036128e-05	14382252	2050117	1217326.4	0.0643218204388906
660000	660	0.142777175095532	0.253790958500259	6.69452259396941e-05	14371863	2051974	1218664.6	0.0644098506164803
661000	661	0.142091104359324	0.252956466816366	6.66938697981604e-05	14385327	2044027	1210911.6	0.0639869741042191
662000	662	0.142420957010651	0.253385779270056	6.68700686919833e-05	14358231	2044913	1213099.4	0.0642043531362936
663000	663	0.141907574068918	0.252801029981792	6.65898934689455e-05	14412557	2045251	1211319.5	0.0639083607598549
664000	664	0.141594560787597	0.252638799388837	6.65676108104152e-05	14403703	2039486	1208116.1	0.0638263629566332
665000	665	0.142087808545832	0.253214410015166	6.67626883213404e-05	14384978	2043930	1212746.9	0.0641175374393286
666000	666	0.141919480707745	0.253041847784578	6.66740388682504e-05	14403604	2044152	1212370.3	0.0640301767302337
667000	667	0.142119268404012	0.253239709033825	6.67339598133567e-05	14400243	2046552	1214347.1	0.0641303502315365
668000	668	0.142112630909165	0.253290084924074	6.67828706269592e-05	14384879	2044273	1213391.4	0.0641558671208446
669000	669	0.142141994555541	0.253295193841558	6.68140319273107e-05	14372044	2042871	1212465.9	0.0641584552232325
670000	670	0.142428139107089	0.253584240894394	6.69683895363139e-05	14338536	2042211	1212907.4	0.0643049672299859
671000	671	0.142340290838336	0.253251365001175	6.69659330327897e-05	14301966	2035746	1207043.2	0.0641362538749582
672000	672	0.142333310793009	0.253278903764768	6.70812598154828e-05	14255932	2029094	1203328.6	0.0641502030922826
673000	673	0.142203028928677	0.253194338538854	6.70670959893838e-05	14252432	2026739	1201894.4	0.0641073730681278
674000	674	0.141817091031498	0.252781941195034	6.69833221439916e-05	14241598	2019702	1196448	0.0638987097943294
675000	675	0.141757402622004	0.252621714980101	6.69626756630124e-05	14232322	2017537	1194275.3	0.0638177308794876
676000	676	0.142036911168429	0.252914507560857	6.70249545849337e-05	14238834	2022440	1198058.8	0.0639657481347506
677000	677	0.141734074746828	0.252597836015432	6.68918297865889e-05	14259789	2021098	1196313.8	0.0638056667596789
678000	678	0.141605876006501	0.25247957898905	6.68992527214429e-05	14243279	2016932	1193560.6	0.063745937806488
679000	679	0.141881862803272	0.252723506061176	6.69898293219745e-05	14232249	2019298	1195503.7	0.0638691705158531
680000	680	0.141920023044117	0.252875610782181	6.69943708565264e-05	14247454	2021999	1198030.9	0.0639460745284609
681000	681	0.142154072018986	0.253094603736668	6.70283925332251e-05	14257657	2026784	1201416.6	0.0640568784406212
682000	682	0.142159715749759	0.253212643755807	6.70763923584057e-05	14250542	2025853	1201691.6	0.064116642957805
683000	683	0.142031276069882	0.253019623280025	6.70205204856265e-05	14252558	2024309	1199948.7	0.064018929764766
684000	684	0.142012761125759	0.252963514317017	6.6966399193895e-05	14269274	2026419	1200875.9	0.0639905395756155
686000	686	0.141265795610483	0.252142629807547	6.67849354086863e-05	14253960	2013597	1190660.8	0.0635759057662655
687000	687	0.14119360045402	0.251924629429404	6.67663170329885e-05	14237260	2010210	1187411	0.0634660189131423
688000	688	0.141250456110247	0.252202797556381	6.68593986019773e-05	14229016	2009855	1188947.3	0.0636062510952648
689000	689	0.141212131554794	0.252061943298892	6.6797855184054e-05	14239329	2010766	1188643.5	0.0635352232596137
690000	690	0.140735002559377	0.251656628827478	6.66619260369136e-05	14251515	2005687	1184833.9	0.0633310588328112
691000	691	0.140258042548412	0.251047189282913	6.65185557111204e-05	14243775	1997804	1177917.6	0.0630246912468509
692000	692	0.140093259619733	0.250813134314191	6.65173837697468e-05	14217729	1991808	1173436.8	0.0629072283445085
693000	693	0.139983555558369	0.250793049912902	6.65124291597708e-05	14217570	1990226	1172843.6	0.0628971538846153
694000	694	0.139977930608075	0.250874800377155	6.64381686610352e-05	14258662	1995898	1176795.7	0.0629381654642774
695000	695	0.13972200218486	0.250492783503307	6.63510367545375e-05	14252630	1991406	1172547.8	0.0627466345872346
696000	696	0.140013677284699	0.250941094583714	6.64693222712924e-05	14252829	1995591	1176931.1	0.0629714329508724
697000	697	0.140109902057542	0.251044012302178	6.64884176804257e-05	14256330	1997453	1178341	0.0630230961127763
698000	698	0.139525238982548	0.250243961263745	6.62174105384096e-05	14281796	1992671	1172383.1	0.0626220401489706
699000	699	0.139909974129127	0.250646349176334	6.63582463494378e-05	14267010	1996097	1175578.7	0.062823592355425
700000	700	0.14041170170421	0.25124817447144	6.65227451658156e-05	14264794	2002944	1181711.1	0.063125645175231
701000	701	0.139943643977869	0.250661703807226	6.63388805623568e-05	14277090	1997988	1176653.7	0.0628312897555415
702000	702	0.139575544685155	0.250222603152847	6.62696375702537e-05	14256860	1989909	1170383.9	0.0626113511285871
703000	703	0.14007822787669	0.250748320773228	6.64704018664774e-05	14230477	1993380	1173966.4	0.0628747203705936
704000	704	0.14006414780345	0.250819359248835	6.6416292577774e-05	14261751	1997560	1176998.3	0.0629103509739962
706000	706	0.139314121816413	0.249933610400239	6.61378954159273e-05	14280670	1989499	1169233.2	0.0624668096076982
707000	707	0.139411275465858	0.25015628760851	6.61532468030006e-05	14299489	1993510	1172753.6	0.0625781682300716
708000	708	0.139378457448983	0.250226527782615	6.61495003215761e-05	14309141	1994386	1173917.2	0.0626133152061436
709000	709	0.138844811978957	0.249722985598042	6.59500446320029e-05	14337943	1990749	1170541.8	0.062361569536
710000	710	0.139264315295881	0.250311260803117	6.61770432000383e-05	14306917	1992443	1173886.5	0.0626557272848461
711000	711	0.139281826549624	0.250124194629288	6.61978107287536e-05	14276579	1988468	1170130.4	0.0625621127389498
712000	712	0.139276647765241	0.250008342124784	6.62200570637466e-05	14253775	1985218	1167414.9	0.0625041711319832
713000	713	0.139184468526907	0.249813144276522	6.63247659112916e-05	14186626	1974558	1160167	0.0624066070533225
714000	714	0.138579211083148	0.249088742157874	6.61009327254066e-05	14200153	1967846	1153753.9	0.062045201469792
716000	716	0.138947515265178	0.249833349288277	6.64151146399173e-05	14150343	1966155	1156410.1	0.0624167024165983
717000	717	0.138388292145027	0.249167717158298	6.61777473518634e-05	14176192	1961819	1151615.3	0.0620845512738777
718000	718	0.138498525224872	0.249183769134376	6.61941942438773e-05	14170974	1962659	1151737.3	0.0620925508000141
719000	719	0.138279445605464	0.248931954916771	6.60704354237276e-05	14195378	1962929	1151079.4	0.0619671181786855
720000	720	0.137859725615814	0.24845162016507	6.59265921183352e-05	14202422	1957942	1146611.4	0.0617282075626483
721000	721	0.13772042453109	0.248326543392112	6.59538657503866e-05	14176394	1952379	1143085	0.0616660721530747
722000	722	0.137660740769677	0.248200801237694	6.59079900515115e-05	14181763	1952272	1142399.4	0.0616036377350334
723000	723	0.137839495290659	0.248588243104401	6.59202569237813e-05	14220779	1960185	1148979.8	0.0617961146097327
725000	725	0.137912173534727	0.248560414787789	6.60033270071095e-05	14181830	1955847	1145920.9	0.0617822797994775
726000	726	0.137972723793619	0.248487145510385	6.60777624523909e-05	14141556	1951149	1142387.9	0.0617458614838992
727000	727	0.138091104252903	0.248705298176596	6.61475808072493e-05	14136508	1952126	1143975.4	0.0618543253411095
728000	728	0.138211207917627	0.248881210852239	6.61824260446149e-05	14141610	1954529	1146095.4	0.0619418571152766
729000	729	0.138068763895953	0.248703231337726	6.60928428550386e-05	14159698	1955012	1145750.1	0.0618532972778265
730000	730	0.138174986215221	0.249020650941998	6.61201940852566e-05	14184123	1959891	1150383.6	0.0620112845955767
731000	731	0.138574539677213	0.249395987399677	6.62776120112983e-05	14159412	1962134	1152594	0.0621983585310599
732000	732	0.138233840764035	0.248900510570262	6.6125787074529e-05	14168043	1958503	1148462.4	0.0619514641621369
733000	733	0.138164385545495	0.248802360862457	6.60648232107297e-05	14183011	1959587	1148710.6	0.0619026147707324
734000	734	0.138247729390959	0.248910752707958	6.61083073587696e-05	14176703	1959897	1149291.1	0.061956562813642
735000	735	0.13820405902399	0.249051491964488	6.60307947429391e-05	14226080	1966102	1154119.3	0.0620266456497374
736000	736	0.138398109003739	0.249231595131998	6.61275592515375e-05	14204999	1965945	1154446.3	0.0621163880120403
737000	737	0.13815609686508	0.249041842369582	6.60848104734704e-05	14201733	1962056	1151887.6	0.0620218392508357
738000	738	0.1382090494059	0.249151233882444	6.61122554381987e-05	14202413	1962902	1152924.6	0.0620763373451441
739000	739	0.13846948297108	0.249522041754792	6.62469185602742e-05	14186866	1964448	1155308.1	0.06226124932148
740000	740	0.13833650511907	0.249369601664617	6.62452494868975e-05	14170251	1960263	1152355.8	0.0621851982343698
741000	741	0.138307858618175	0.249319488635067	6.62736966186737e-05	14152399	1957388	1150438.2	0.0621602074132511
742000	742	0.137932366226427	0.249077281123016	6.61230924533159e-05	14189331	1957168	1150255.7	0.0620394919716339
743000	743	0.138154094186545	0.249281725412035	6.61892558340521e-05	14184234	1959610	1152156	0.0621413786244011
