Chromosome	Bin	Distance_kb	Avg_R2	SD_R2	SE_R2	N_Pairs	Sum_R2	SumSq_R2	Var_R2
2H	1785000	1785	0.076004717219087	0.154990481035386	0.000106922081075717	2101238	159704	62614.3	0.0240220492115805
2H	1786000	1786	0.0762685265072953	0.155545438322803	0.000107839302970266	2080465	158674	62437.4	0.0241943833830329
2H	1787000	1787	0.0763499751095827	0.155751454026012	0.000107913013073467	2083131	159047	62676.9	0.0242585154312169
2H	1788000	1788	0.0762196172743531	0.155402812430558	0.000107519686918086	2089016	159224	62585.8	0.0241500341113273
2H	1789000	1789	0.0767023818268275	0.156230157649896	0.000108604886086475	2069336	158723	62682.5	0.0244078621593112
2H	1790000	1790	0.075975446386637	0.155233452423852	0.000107740053189341	2075947	157721	62007.9	0.0240974247514283
2H	1791000	1791	0.0762208134045779	0.155414207168056	0.00010756287268283	2087645	159122	62552.5	0.0241535757896753
2H	1792000	1792	0.0762648681179253	0.155737480658656	0.000107802853252781	2087016	159166	62757.6	0.0242541628819052
2H	1793000	1793	0.0757293231652816	0.154788274714513	0.000106729723384198	2103320	159283	62456.7	0.0239594099890956
2H	1794000	1794	0.075719298112915	0.154928397076056	0.00010652275102356	2115326	160171	62901.8	0.0240028082205562
2H	1795000	1795	0.0753365679923851	0.154503597657655	0.000106243810278025	2114803	159322	62486	0.0238713616891584
2H	1796000	1796	0.0750627981385072	0.153908712850611	0.000105480186186354	2129044	159812	62428.5	0.0236878918913319
2H	1797000	1797	0.0748149825991492	0.1537553141981	0.000105292917304931	2132367	159533	62346.1	0.0236406966441564
2H	1798000	1798	0.0754603681044549	0.154739483962147	0.000106654863620573	2104946	158840	62387.6	0.0239443078968716
2H	1799000	1799	0.0757723530865606	0.155272335734266	0.000107047208520266	2103960	159422	62805.2	0.0241094982443746
2H	1800000	1800	0.0758197827550838	0.154928293784418	0.000106613641440628	2111718	160110	62826.6	0.0240027762149508
2H	1801000	1801	0.076029103890488	0.155392671348384	0.000107236543700549	2099788	159645	62841	0.0241468823087869
2H	1802000	1802	0.0751749551982999	0.154203801780598	0.000106133907357381	2110969	158692	62126	0.0237788124835899
2H	1803000	1803	0.0755850461301226	0.154935548979998	0.000106821038978372	2103723	159010	62518.7	0.0240050243377332
2H	1804000	1804	0.0756093305576381	0.154947811141199	0.000106835231916175	2103497	159044	62527.7	0.0240088241774488
2H	1805000	1805	0.0752275145347863	0.15456354921005	0.000106953816998036	2088438	157108	61711.4	0.0238898907444074
2H	1806000	1806	0.0757401287740238	0.155335600449636	0.000107663656934223	2081631	157663	62169.4	0.0241291487670491
2H	1808000	1808	0.0755116817066064	0.155041394557027	0.000107111235058406	2095199	158212	62310.9	0.0240378340261877
2H	1809000	1809	0.075593065429535	0.154789795792663	0.000107470215546589	2074476	156816	61558.4	0.0239598808815344
2H	1810000	1810	0.0753694724532609	0.154657377764168	0.000106783418166159	2097653	158099	62089.4	0.0239189044968886
2H	1811000	1811	0.0754542013535251	0.154784329311753	0.000107208152239857	2084483	157283	61808.1	0.0239581886004892
2H	1812000	1812	0.0755212540496309	0.154698162076457	0.000106951550244493	2092166	158003	62001.3	0.0239315213498337
2H	1813000	1813	0.0752100739976401	0.15415058631366	0.000106543855085018	2093310	157438	61583	0.023762403260845
2H	1814000	1814	0.0752916007644891	0.154608800168169	0.000106697753489513	2099703	158090	62093.9	0.0239038810894407
2H	1816000	1816	0.0752029264692472	0.154404764459269	0.00010613560566558	2116407	159160	62426.2	0.0238408312877224
2H	1817000	1817	0.0751299383477424	0.154539252545619	0.000106646227753227	2099842	157761	62001.8	0.0238823805773586
2H	1818000	1818	0.0754404224235885	0.154780263246414	0.000106946630177945	2094580	158016	62100.5	0.0239569298906293
2H	1819000	1819	0.0753858686128621	0.15465172023524	0.00010642956754754	2111470	159175	62499.9	0.0239171545717191
2H	1820000	1820	0.0750488925620464	0.154386270169887	0.000106523358651379	2100524	157642	61897.1	0.0238351204169692
2H	1821000	1821	0.0749747567326841	0.154025686763726	0.00010607379380672	2108483	158083	61873.7	0.0237239121830373
2H	1822000	1822	0.0748534270996166	0.153785537291065	0.000105779528890301	2113624	158212	61829.9	0.0236499914799016
2H	1823000	1823	0.0753237077102215	0.154502196340466	0.00010623144454464	2115257	159329	62494.4	0.0238709286740278
2H	1824000	1824	0.0751414867699645	0.154409332550217	0.000105872772930818	2127054	159830	62723.6	0.0238422419786035
2H	1825000	1825	0.0748942051233794	0.153723544133926	0.000105182262736605	2135973	159972	62456	0.0236309280210952
2H	1826000	1826	0.0748452730784551	0.154020361535202	0.00010555997616992	2128912	159339	62428.4	0.0237222717674343
2H	1827000	1827	0.0753404858182754	0.154701131139031	0.000106408126011155	2113671	159245	62582.9	0.0239324399756957
2H	1828000	1828	0.0753544417866225	0.154663256719125	0.000106234937520756	2119530	159716	62736	0.023920722978966
2H	1829000	1829	0.0756090359060593	0.155089383173009	0.000107376102775176	2086166	157733	62104	0.0240527167729843
2H	1830000	1830	0.0756833287751739	0.155135649797168	0.000107365299090209	2087831	158014	62207	0.0240670698379896
2H	1831000	1831	0.0755405867088413	0.154859470640451	0.000107271802644931	2084032	157429	61870.4	0.0239814556470408
2H	1832000	1832	0.0759362903566802	0.155405011936971	0.000107723125872017	2081192	158038	62263.1	0.0241507177351301
2H	1833000	1833	0.0758834023013286	0.155229136585178	0.000107683383699936	2078017	157687	62037.9	0.0240960848449798
2H	1834000	1834	0.0761068548163647	0.155662686058558	0.000108056703815571	2075227	157939	62304.8	0.0242308718309651
2H	1835000	1835	0.0761419381100799	0.155919237380176	0.000108411198059137	2068479	157498	62278.6	0.0243108085852158
2H	1836000	1836	0.0756309012422506	0.154849133141287	0.00010726029288522	2084201	157630	61897.2	0.023978254034608
2H	1837000	1837	0.0760174726268594	0.155519521699951	0.000107867619162086	2078680	158016	62287.6	0.0241863216297815
2H	1838000	1838	0.0755829851715136	0.154880209172023	0.000107558060934211	2073509	156722	61584.6	0.0239878791931697
2H	1839000	1839	0.0759271447348417	0.155471505858652	0.000107838154651542	2078532	157817	62223.6	0.0241713891339568
2H	1840000	1840	0.0759214693332458	0.15551360037041	0.000108019833831679	2072668	157360	62073.4	0.0241844799001675
2H	1841000	1841	0.0754228532234087	0.154784198473665	0.000107499965976586	2073178	156365	61463	0.0239581480971348
2H	1842000	1842	0.0758176029949983	0.155112441558233	0.000107378865520322	2086679	158207	62200.1	0.0240598695261563
2H	1843000	1843	0.0755456079658954	0.154649646368593	0.000106960296670298	2090512	157929	61928.6	0.0239165131219309
2H	1844000	1844	0.0748257925306634	0.153854884931833	0.000105997800132777	2106827	157645	61667.3	0.0236713256173875
2H	1845000	1845	0.0747158252924339	0.153682518921615	0.000105578102259056	2118855	158312	61872.2	0.0236183166220927
2H	1846000	1846	0.0747155992043572	0.153481692391182	0.00010542299766804	2119544	158363	61761.5	0.0235566298992615
2H	1847000	1847	0.0747422060171827	0.153570046470268	0.00010549147544922	2119231	158396	61818.3	0.0235837591728803
2H	1849000	1849	0.0744059585948038	0.152737009586382	0.000104619911825296	2131375	158587	61521.8	0.0233285940973906
2H	1850000	1850	0.0750129628267815	0.15363252723412	0.000105145143674647	2134951	160149	62404.4	0.0236029534243427
2H	1851000	1851	0.0751280984065739	0.153729610793098	0.000105246963695654	2133516	160287	62463	0.0236327932345975
2H	1852000	1852	0.075301784208968	0.154136182360951	0.000105834908888076	2121052	159719	62419	0.0237579627128085
2H	1853000	1853	0.0747756743972648	0.153179446468948	0.000105403212438028	2111997	157926	61364.8	0.0234639428205332
2H	1854000	1854	0.0747481194996898	0.153515710401577	0.000105404102148235	2121244	158559	61843.5	0.0235670733401008
2H	1855000	1855	0.075060819276563	0.153501344781195	0.000105409569893743	2120627	159176	61915.5	0.0235626628496354
2H	1856000	1856	0.0750954036234485	0.153871283510643	0.00010574609204083	2117320	159001	62070.7	0.0236763718892128
2H	1857000	1857	0.0755290496161233	0.154421563465731	0.000106646430102832	2096637	158357	61957	0.0238460192632008
2H	1858000	1858	0.0749656626806119	0.153595923231587	0.000105795840796159	2107765	158010	61571.1	0.0235917076333635
2H	1859000	1859	0.0750249233274735	0.154081380090922	0.000106264334849763	2102448	157736	61748.5	0.0237410716907232
2H	1860000	1860	0.0748353962283453	0.153631110209566	0.000105728096574298	2111434	158010	61659.9	0.0236025180242239
2H	1861000	1861	0.0748333632552798	0.153917075558695	0.000106074611345045	2105478	157560	61670.5	0.0236904661485411
2H	1862000	1862	0.0745902778474239	0.153379392414313	0.000105995413694527	2093919	156186	60909.9	0.0235252380173838
2H	1863000	1863	0.0747847441024951	0.153537203418054	0.000105899488161672	2102033	157200	61308.8	0.0235736728334369
2H	1865000	1865	0.0746597575581883	0.153489687999059	0.000105985395763586	2097328	156586	61101.8	0.0235590843220486
2H	1866000	1866	0.0745153737921134	0.153277479894882	0.000105606390127725	2106572	156972	61188.6	0.023493985842926
2H	1867000	1867	0.0748214900656582	0.153452640132663	0.000105831823152372	2102404	157305	61276.6	0.0235477127636846
2H	1868000	1868	0.0748357132648529	0.153886863308463	0.00010657143436037	2085074	156038	61054.2	0.0236811666989176
2H	1869000	1869	0.074865753662685	0.153996369417601	0.000106398313030935	2094843	156832	61420.3	0.0237148817938021
2H	1870000	1870	0.0750654750345566	0.15383609676511	0.000106262370662029	2095837	157325	61408.8	0.0236655446679243
2H	1871000	1871	0.0746921003801066	0.153491861972539	0.000105887862418376	2101253	156947	61227.7	0.023559751691797
2H	1872000	1872	0.0749157902499619	0.153835216247553	0.000106454927655099	2088238	156442	61138.7	0.0236652737579315
2H	1873000	1873	0.0744685368773592	0.153178074327061	0.000105809507328213	2095771	156069	60796.4	0.0234635224545465
2H	1874000	1874	0.0747384454567241	0.153729339994862	0.000106111294583128	2098893	156868	61326.6	0.0236327099752558
2H	1876000	1876	0.074376656618371	0.153220975805079	0.000105469823868289	2110474	156970	61221.8	0.0234766674266607
2H	1877000	1877	0.0740258445970679	0.152689712291288	0.000104937219367871	2117193	156727	60962.4	0.0233141482395962
2H	1878000	1878	0.0741186460035986	0.152537720811076	0.000104361139946687	2136372	158345	61444.9	0.0232677562702377
2H	1879000	1879	0.0741443090204057	0.152648428771597	0.000104608672445102	2129361	157880	61323.3	0.0233015428064374
2H	1880000	1880	0.0741658929314614	0.15256001325687	0.000104975686376219	2112049	156642	60774.5	0.0232745576449363
2H	1882000	1882	0.0744904496426815	0.153128784846198	0.000105761885995185	2096309	156155	60787.2	0.0234484247484732
2H	1883000	1883	0.0748111019317239	0.153702828152556	0.000106338263358156	2089222	156297	61049.7	0.0236245593820941
2H	1884000	1884	0.0747311905344522	0.153696659276326	0.00010646228273244	2084190	155754	60873.8	0.023622663072703
2H	1885000	1885	0.0745632600761935	0.152974979895115	0.000105617700557941	2097816	156420	60754.9	0.0234013444739109
2H	1886000	1886	0.0748994875987852	0.153234833963292	0.000105773667120509	2098746	157195	61054.3	0.0234809143397576
2H	1887000	1887	0.0747251583303673	0.153278533095586	0.000105874783210698	2095934	156619	60945.9	0.0234943087079346
2H	1888000	1888	0.0751211666360419	0.153766163766645	0.000106228814945779	2095255	157398	61364.2	0.0236440331195106
2H	1889000	1889	0.0752166552970009	0.153705014434664	0.000106124997413722	2097687	157781	61426.1	0.0236252314623602
2H	1890000	1890	0.0754690764820874	0.154442736547246	0.00010708836637583	2079938	156971	61458.3	0.0238525588722021
2H	1891000	1891	0.07541801892136	0.154223371568031	0.000106669962696766	2090336	157649	61607.9	0.023784848337811
2H	1892000	1892	0.0750250824136448	0.153595196828027	0.00010616531335967	2093100	157035	61160.9	0.0235914844886404
2H	1893000	1893	0.074386342827401	0.152459744256709	0.000105063829372666	2105736	156638	60597.4	0.023243973618821
2H	1894000	1894	0.0749746321965547	0.153367760032609	0.000105732028088051	2104045	157750	61317.9	0.02352166981742
2H	1895000	1895	0.0745729378347763	0.152632146746934	0.000105123045989873	2108124	157209	60835.6	0.0232965722205775
2H	1896000	1896	0.0749136123543881	0.153007901280796	0.000105062398702351	2120963	158889	61557.7	0.0234114178543537
2H	1898000	1898	0.0744603069315886	0.152642250775676	0.00010476872986389	2122688	158056	61226.8	0.0232996567218644
2H	1899000	1899	0.0745097705365247	0.152528388130018	0.000104896378550777	2114367	157541	60928.9	0.0232649091855413
2H	1900000	1900	0.0748678477850223	0.153130859516239	0.000105655038506921	2100608	157268	61031.6	0.0234490601361821
2H	1901000	1901	0.0743145760216001	0.152416448616596	0.000104845184263078	2113327	157051	60765.4	0.0232307738088955
2H	1902000	1902	0.0748796360107117	0.152986207299596	0.00010565192121046	2096765	157005	60830.8	0.023404779623915
2H	1903000	1903	0.0747178580488004	0.152898310484008	0.000105380820553317	2105146	157292	60966.4	0.0233778933488642
2H	1904000	1904	0.074395947761098	0.1529127667923	0.000105589974013864	2097211	156024	60645.2	0.0233823142480764
2H	1905000	1905	0.0743238769075101	0.152794966694232	0.000105460215946718	2099137	156016	60602.8	0.0233463018470914
2H	1907000	1907	0.0739930979584413	0.15221091692062	0.00010461873854731	2116765	156626	60630.8	0.0231681632298159
2H	1908000	1908	0.0739013442774933	0.152155402187648	0.000104432407958863	2122776	156876	60738.3	0.023151266414885
2H	1909000	1909	0.0744402276051997	0.152858046796825	0.000105158159509848	2112957	157289	61079.1	0.0233655824705405
2H	1910000	1910	0.0747298109246893	0.153490768873753	0.000105825205247063	2103712	157210	61310.5	0.0235594161294557
2H	1911000	1911	0.0745371834596443	0.152936720631367	0.000105470716020089	2102615	156723	60861.1	0.0233896405174766
2H	1912000	1912	0.0742246252849162	0.152758986068412	0.00010515689513003	2110270	156634	60869.9	0.0233353078246492
2H	1913000	1913	0.0742338697631942	0.152287813718935	0.000104865523910839	2108943	156555	60531.4	0.023191578207293
2H	1914000	1914	0.0747534998706413	0.15333266832577	0.000106133034036983	2087220	156027	60736	0.0235109071759007
2H	1915000	1915	0.0745336221067297	0.152898230531608	0.000105326793657349	2107304	157065	60970.9	0.0233778688996967
2H	1917000	1917	0.0742251200155634	0.152709718401527	0.000105449336790081	2097228	155667	60462.3	0.0233202580942736
2H	1918000	1918	0.0741374987965543	0.1524994109331	0.000105281175998206	2098142	155551	60326.7	0.0232560703349426
2H	1919000	1919	0.0740192541984186	0.152457071203742	0.000105379897272246	2093050	154926	60116.6	0.0232431585600228
2H	1920000	1920	0.0745155216873605	0.152742772361935	0.000105815686897364	2083633	155263	60181.4	0.02333035450881
2H	1921000	1921	0.0744330807736358	0.152444316811768	0.000105462901537322	2089407	155521	60132.2	0.0232392697282068
2H	1923000	1923	0.0741011773858501	0.152294573522609	0.000105084958693443	2100331	155637	60247.2	0.0231936371244335
2H	1924000	1924	0.073663970738275	0.15176973036817	0.000104793859203929	2097484	154509	59695.3	0.0230340510560271
2H	1925000	1925	0.0747598749049334	0.153096881351042	0.000105650834465706	2099843	156984	60953.6	0.023438655079415
2H	1926000	1926	0.0749247108595708	0.153223770170831	0.000105963296991585	2090939	156663	60828	0.0234775237453637
2H	1927000	1927	0.0746706371549442	0.152604869419594	0.000105236028702523	2102848	157021	60696.5	0.0232882461705713
2H	1928000	1928	0.074775808238445	0.152744589642874	0.000105755651081339	2086049	155986	60333.4	0.0233309096651699
2H	1929000	1929	0.0747343239308176	0.152339564143298	0.000105237025715404	2095503	156606	60334.9	0.0232073428033701
2H	1930000	1930	0.0750259772283089	0.15316934793731	0.000106088678269613	2084518	156393	60638.1	0.0234608491475406
2H	1931000	1931	0.074265918209803	0.151865744162727	0.000104833768241476	2098540	155850	59973.4	0.0230632042500987
2H	1932000	1932	0.0742320349508077	0.151961956422863	0.000104673280624202	2107648	156455	60284.7	0.0230924361998642
2H	1933000	1933	0.0744267565643636	0.152162443974988	0.000105139107533888	2094529	155889	60097.8	0.0231534093564414
2H	1934000	1934	0.0749509864104788	0.1529802297371	0.000105941987352562	2085136	156283	60511.9	0.023402950690416
2H	1935000	1935	0.0746393358046394	0.152400392982056	0.000105332920602398	2093360	156247	60282.3	0.0232258797810852
2H	1936000	1936	0.0748533247200274	0.15276945808131	0.000106071743533413	2074310	155269	60033.7	0.0233385073224571
2H	1937000	1937	0.0750186047993143	0.153344906679799	0.000106529443726144	2072046	155442	60384.5	0.0235146604046363
2H	1938000	1938	0.0747642769475128	0.152678719621409	0.000105923498168794	2077650	155334	60045.1	0.0233107914252329
2H	1939000	1939	0.0748156331115864	0.15282794081309	0.000106332798664607	2065718	154548	59810.3	0.0233563794931692
2H	1940000	1940	0.0750073524803171	0.152887811631798	0.00010615852552946	2074130	155575	60151.4	0.0233746829455602
2H	1941000	1941	0.0749452002365958	0.152630232007244	0.000106101953210097	2069352	155088	59830.7	0.0232959877225851
2H	1942000	1942	0.0748854427774353	0.152819791687455	0.000106224590166843	2069708	154991	59942.3	0.0233538887313972
2H	1943000	1943	0.0744439114723133	0.152402187755705	0.000105710256652943	2078491	154731	59794.7	0.023226426832725
2H	1944000	1944	0.0748951816770739	0.15279515201348	0.000105986218247875	2078358	155659	60180.2	0.0233463584788224
2H	1945000	1945	0.0747538440787699	0.152882616546612	0.000106109141412035	2075920	155183	60121.2	0.0233730944421385
2H	1946000	1946	0.0744713328833971	0.152276549752756	0.000105502195886171	2083258	155143	59860.6	0.0231881476046035
2H	1947000	1947	0.074761033247861	0.152466774505226	0.000105602642050149	2084495	155839	60107.1	0.0232461173280275
2H	1949000	1949	0.0749252520425006	0.152382630502491	0.000105769205313487	2075642	155518	59849.6	0.0232204660788587
2H	1950000	1950	0.0748408945618872	0.152149634750929	0.000105843461072098	2066397	154651	59410.3	0.0231495113548411
2H	1951000	1951	0.0751754485701637	0.153083247994009	0.000106481390518518	2066845	155376	60115.9	0.0234344808163952
2H	1952000	1952	0.0751561217605576	0.153114098766979	0.000106138280323189	2081068	156405	60543.2	0.0234439272412242
2H	1953000	1953	0.0745550745550746	0.151749727227823	0.000105087293717487	2085237	155465	59609.5	0.0230279797137186
2H	1954000	1954	0.0744237622160581	0.151718648428323	0.00010527701844095	2076877	154569	59310.3	0.023018548280917
2H	1955000	1955	0.0741971940801255	0.151732648764055	0.000105134851554511	2082882	154544	59420.5	0.0230227967009562
2H	1956000	1956	0.0743424641955902	0.151821883325954	0.000105167678446461	2084031	154932	59554.7	0.0230498842566396
2H	1957000	1957	0.074359417196767	0.151511740171693	0.000105234808507218	2072878	154138	59046.2	0.0229558074098547
2H	1958000	1958	0.0738956979597182	0.151171470241441	0.000104895035482722	2076968	153479	58806	0.0228528134149589
2H	1960000	1960	0.0736727033725457	0.150883177283121	0.000104660406752396	2078341	153117	58595.5	0.0227657331870496
2H	1961000	1961	0.0743159562211982	0.151799838202389	0.000105173378540873	2083200	154815	59508.8	0.0230431908782715
2H	1962000	1962	0.074649825455915	0.152378194911766	0.000105881781967987	2071110	154608	59630.8	0.0232191142845681
2H	1963000	1963	0.0746650688194051	0.15242754872539	0.000106431648600647	2051093	153145	59090	0.0232341576104312
2H	1964000	1964	0.0744260958902438	0.152055081490234	0.000106228250043593	2048905	152492	58721.6	0.0231207478070018
2H	1965000	1965	0.0747646425093239	0.152507595632168	0.000107039427149272	2029997	151772	58562	0.023258566725505
2H	1966000	1966	0.0748964664765718	0.152674614186198	0.000106800959264241	2043541	153054	59097.2	0.0233095378169045
2H	1967000	1967	0.0748618139353834	0.152277955359842	0.000106220903529944	2055200	153856	59175.1	0.0231885756885742
2H	1968000	1968	0.075028991090614	0.152741668520179	0.000106461748168061	2058391	154439	59609.7	0.0233300173023282
2H	1970000	1970	0.0750754899733456	0.152856951088651	0.000106615157251351	2055571	154323	59614.8	0.0233652474961183
2H	1971000	1971	0.0748797919466669	0.152712524429289	0.000106373783592949	2061010	154328	59621.1	0.023321115117566
2H	1972000	1972	0.0748057690141279	0.152458621180424	0.000105783123172716	2077166	155384	59904.5	0.023243631172236
2H	1974000	1974	0.0743515213244868	0.152106575787225	0.000105431205253407	2081410	154756	59662.7	0.0231364103977149
2H	1975000	1975	0.0740020251078559	0.151554694955102	0.000105387751190769	2068038	153039	58825.6	0.022968825562934
2H	1976000	1976	0.0743730821879776	0.152396071314316	0.000105895865334885	2071045	154030	59554.8	0.0232245625520381
2H	1977000	1977	0.0748903560158715	0.152767263919015	0.000106737697096371	2048448	153409	59295.2	0.0233378369253021
2H	1978000	1978	0.0744776759916854	0.152163851783037	0.000106079829167164	2057583	153244	59054.2	0.0231538377894501
2H	1979000	1979	0.0745297379292134	0.152696218197951	0.000105996136407142	2075279	154670	59915	0.0233161350519562
2H	1980000	1980	0.0745195069232128	0.152066550413666	0.000105649521881738	2071726	154384	59411.7	0.0231242357547121
2H	1982000	1982	0.0749048969151142	0.152782278103226	0.000106553847579169	2055927	153999	59525.6	0.0233424245024115
2H	1983000	1983	0.0749066185501593	0.15277568833605	0.000106572969765609	2055012	153934	59495.5	0.023340410946554
2H	1984000	1984	0.074328860198138	0.152114658675301	0.000105864607554645	2064622	153461	59179.6	0.0231388693839035
2H	1985000	1985	0.0742069572194323	0.151829178440174	0.000105555858802281	2068930	153529	59086.1	0.0230520994258181
2H	1986000	1986	0.0738149495982979	0.15087551216163	0.000105012545856519	2064216	152370	58235.8	0.0227634201700342
2H	1987000	1987	0.0743601115820955	0.151962153672614	0.000105798628254184	2063055	153409	59048.6	0.0230924961488193
2H	1988000	1988	0.0743599578333188	0.15177466940038	0.000105956047766017	2051857	152576	58611.2	0.0230355502715947
2H	1990000	1990	0.0736797851853861	0.151305903068545	0.000105300680860748	2064664	152124	58475.8	0.022893476303388
2H	1991000	1991	0.0734154349332578	0.150514291936217	0.000104632205899591	2069306	151919	58032.4	0.0226545520770608
2H	1992000	1992	0.0738385381223405	0.151220296707175	0.000105018070665958	2073443	153100	58719.3	0.0228675781362061
2H	1993000	1993	0.0739930955120829	0.151438340771264	0.00010508167914625	2076910	153677	59002	0.0229335710555535
2H	1994000	1994	0.0735446387205708	0.150801504293046	0.000104651978821263	2076426	152710	58451.2	0.0227410936970456
2H	1995000	1995	0.0736092595711914	0.150911975059315	0.000104692749743867	2077850	152949	58580.3	0.0227744242163033
2H	1996000	1996	0.07407494366264	0.151780630582206	0.000105064767834296	2086981	154593	59530	0.023037359819932
2H	1998000	1998	0.0734357140540056	0.150767708447325	0.000104133166594881	2096228	153938	58953.7	0.0227309019104575
2H	1999000	1999	0.0736564675815133	0.151112995992398	0.000104190539496656	2103522	154938	59446.4	0.0228351375577985
2H	2000000	2000	0.0735749747499893	0.151092655092668	0.000104043350638399	2108910	155163	59560.4	0.0228289904229519
2H	2001000	2001	0.0733719578894663	0.150503702157267	0.00010363506663139	2109021	154743	59126	0.0226513643630435
2H	2002000	2002	0.0738318564924244	0.151248060599739	0.000104526214996171	2093771	154587	59310.5	0.0228759758351823
2H	2003000	2003	0.0740534962713128	0.151445839985733	0.000104676422911094	2093230	155011	59489.1	0.0229358424489844
2H	2005000	2005	0.0740452301820133	0.151288256347494	0.000104960229536359	2077595	153836	58943.1	0.022888136508665
2H	2006000	2006	0.0735896483555982	0.150848817653735	0.000104428660494639	2086625	153554	58781.9	0.0227553657875299
2H	2007000	2007	0.0738755129740982	0.151119940999834	0.000105009979222137	2071011	152997	58598.9	0.0228372365677932
2H	2008000	2008	0.0741462411139973	0.151332798133184	0.000105162916237019	2070813	153543	58809.6	0.0229016157908191
2H	2009000	2009	0.0743697754656252	0.151860842350093	0.00010547641776717	2072912	154162	59269.9	0.0230617154392798
2H	2010000	2010	0.0742022382895598	0.15157668061351	0.00010547903795971	2065059	153232	58815.9	0.0229754901058101
2H	2011000	2011	0.0745756486146924	0.152286848236584	0.000106291230765107	2052721	153083	59021.5	0.0231912841458323
2H	2012000	2012	0.074220400206188	0.151428024718631	0.000105399148701091	2064136	153201	58702.2	0.0229304466701864
2H	2013000	2013	0.0742550912695099	0.151726375384381	0.000105410511209546	2071831	153844	59119.1	0.023020892987282
2H	2014000	2014	0.0740758454799439	0.151750242645179	0.00010547577343722	2069919	153331	59024.5	0.0230281361428707
2H	2015000	2015	0.0745324703612658	0.15221129012616	0.000106133922116581	2056768	153296	59077.3	0.0231682768418701
2H	2016000	2016	0.0745371674540969	0.15214936653378	0.000106218535072137	2051822	152937	58898	0.0231494297366306
2H	2017000	2017	0.0745057582953516	0.152053594574052	0.000106144923923795	2052083	152892	58836.1	0.0231202956228901
2H	2018000	2018	0.0744172009315454	0.151852023797046	0.000105860562874689	2057656	153125	58842.7	0.0230590371312586
2H	2019000	2019	0.0746163091895503	0.151755401638318	0.000105733203725891	2059992	153709	58910.2	0.0230297019264072
2H	2020000	2020	0.074494061407319	0.152147808583265	0.000105640039989613	2074313	154524	59529.3	0.0231489556566899
2H	2021000	2021	0.0744312232682024	0.151716755648504	0.000105169115214049	2081089	154898	59431.7	0.0230179739445079
2H	2022000	2022	0.0741527811008943	0.151392830359446	0.000104832047494915	2085559	154650	59268.3	0.0229197890842439
2H	2023000	2023	0.0739910389362499	0.150786505781147	0.000104554470531061	2079887	153893	58676.2	0.0227365703256877
2H	2024000	2024	0.073833717737087	0.150492004314507	0.00010403733111685	2092418	154491	58795.4	0.0226478433625976
2H	2025000	2025	0.0734626856692401	0.149882317194767	0.000103567226630336	2094383	153859	58352.6	0.0224647090076726
2H	2026000	2026	0.0737783945343819	0.150830332069898	0.000104229113877169	2094109	154500	59039.3	0.0227497890723157
2H	2027000	2027	0.0736456026678364	0.150289313613218	0.000104172163076467	2081387	153285	58300.8	0.0225868777863322
2H	2028000	2028	0.073837033060797	0.150750918281265	0.000103994075646353	2101371	155159	59211.9	0.0227258393626446
2H	2029000	2029	0.0740521290302898	0.15088218125058	0.000104172358648807	2097833	155349	59262	0.0227654326189327
2H	2030000	2030	0.0741237822234407	0.151213736904715	0.000104597304489221	2089977	154917	59271.6	0.0228655942286883
2H	2031000	2031	0.0738924965248673	0.15069849787614	0.000104029474028192	2098481	155062	59114.5	0.0227100372621249
2H	2033000	2033	0.0740115877580151	0.151097536249742	0.000104890382757515	2075121	153583	58742.9	0.0228304654607422
2H	2034000	2034	0.0741562725267044	0.151471713801398	0.000105533934919367	2060055	152766	58593.8	0.0229436800819325
2H	2035000	2035	0.0744712357285596	0.151765911382927	0.000105747815918269	2059708	153389	58864.1	0.0230328918578905
2H	2036000	2036	0.0743522741984677	0.151769345507949	0.000105682937534441	2062331	153339	58904.7	0.0230339342359113
2H	2037000	2037	0.0746845262848152	0.152024572029255	0.000106022621367512	2056035	153554	58986.1	0.023111470500678
2H	2038000	2038	0.0740670926626502	0.151253832960966	0.000105561220951798	2053071	152065	58232.6	0.0228777219853839
2H	2039000	2039	0.0743116855234775	0.151651346935119	0.000105692289499451	2058761	152990	58716.6	0.0229981310272359
2H	2040000	2040	0.0740810464619804	0.15123636449254	0.000105344779572698	2061040	152684	58452	0.0228724379449205
2H	2041000	2041	0.0734190931852359	0.149988359480148	0.000103996415621536	2080072	152717	58006.7	0.0224965079795461
2H	2042000	2042	0.0739515577001541	0.151253065795085	0.000104978318459093	2075913	153517	58844.5	0.0228774899124122
2H	2043000	2043	0.0741906815234809	0.151607847437933	0.000105279394223119	2073751	153853	59079.5	0.0229849394047636
2H	2044000	2044	0.073877247596489	0.150707124436247	0.000104504980252604	2079666	153640	58585.2	0.0227126373558424
2H	2045000	2045	0.0742003024310806	0.151489941854056	0.000105464115494899	2063280	153096	58710.4	0.0229492024829453
2H	2046000	2046	0.0742065516194096	0.15131564888832	0.000105565677489382	2054576	152463	58356.2	0.0228964255984933
2H	2047000	2047	0.0745627095317163	0.151663047685501	0.00010587709105753	2051897	152995	58604.8	0.0230016800332546
2H	2048000	2048	0.0744646687251043	0.151673775427749	0.000106284202104114	2036496	151647	58141.8	0.0230049341525071
2H	2049000	2049	0.0742582124232341	0.151116154011698	0.000105183808469045	2064068	153274	58517.1	0.0228360920032873
