Chromosome	Bin	Distance_kb	Avg_R2	SD_R2	SE_R2	N_Pairs	Sum_R2	SumSq_R2	Var_R2
4H	1094000	1094	0.165307167283236	0.272569652390534	0.000186122154810313	2144662	354528	217942	0.0742942154042963
4H	1095000	1095	0.164109372737427	0.271715149366292	0.000184518683923009	2168438	355861	218494	0.0738291223951465
4H	1096000	1096	0.163656117364827	0.271167421135088	0.000184182320248716	2167600	354741	217443	0.0735317702850543
4H	1097000	1097	0.16381664847081	0.271320685112552	0.000184227275704841	2168992	355317	217877	0.0736149141699449
4H	1098000	1098	0.164027378883756	0.271491027695872	0.000184586449620351	2163273	354836	217652	0.0737073781193606
4H	1099000	1099	0.163995873548165	0.271216367034827	0.000184634012837966	2157786	353868	216756	0.07355831774757
4H	1100000	1100	0.164889487369985	0.272271137124157	0.000185532110078575	2153600	355106	218203	0.0741315721108813
4H	1101000	1101	0.163588167867481	0.271259434086609	0.000184193583987124	2168806	354791	217624	0.0735816805809872
4H	1102000	1102	0.16384447778287	0.271819989621542	0.000184565878978588	2169002	355379	218486	0.0738861067578552
4H	1104000	1104	0.16324332220444	0.270824352211864	0.000183555278208435	2176916	355367	217679	0.0733458297509757
4H	1105000	1105	0.162344679288633	0.27017658006777	0.000182127848103841	2200608	357257	218633	0.072995384417116
4H	1106000	1106	0.161853050117441	0.269627057750833	0.00018170209857703	2201948	356392	217762	0.072698750271371
4H	1107000	1107	0.162084972730262	0.269855591882946	0.000181737420480297	2204825	357369	218484	0.0728220404704949
4H	1108000	1108	0.161775037396343	0.269350584018865	0.000181454976635131	2203424	356459	217524	0.0725497371113036
4H	1109000	1109	0.162702647137218	0.270349958586251	0.000182330996013935	2198526	357706	218888	0.0730891001075876
4H	1110000	1110	0.161620394400717	0.269339450589456	0.0001811862163212	2209783	357146	218028	0.0725437396438299
4H	1111000	1111	0.16113889084733	0.269134310912119	0.00018093113003273	2212644	356543	217722	0.0724332773101413
4H	1112000	1112	0.161394375477524	0.269296442975816	0.000181284035353565	2206694	356148	217511	0.0725205741994271
4H	1113000	1113	0.160800255946168	0.268777296021024	0.000180550537432936	2216091	356348	217394	0.0722412348563732
4H	1114000	1114	0.161124986181333	0.269017371628729	0.000180707159773671	2216205	357086	217923	0.0723703462380297
4H	1115000	1115	0.16066285935219	0.268621369194413	0.000180531636674554	2213984	355705	216904	0.0721574399878812
4H	1116000	1116	0.162001167002214	0.269665548847831	0.000182142392374027	2191941	355097	216923	0.0727195082354018
4H	1117000	1117	0.161910438352437	0.269910130684244	0.00018268946592414	2182787	353416	216241	0.0728514786459857
4H	1118000	1118	0.160891721372193	0.26882398277354	0.000181557277195735	2192344	352730	215184	0.0722663337142283
4H	1119000	1119	0.161297063795553	0.269265964722026	0.000181687501369547	2196407	354274	216392	0.0725041597576834
4H	1120000	1120	0.160443662167562	0.26860652536572	0.000181311650803829	2194733	352131	214846	0.0721494654690453
4H	1121000	1121	0.161323650162959	0.269413039490112	0.000182521326274409	2178763	351486	214845	0.0725833858473005
4H	1122000	1122	0.161239516946764	0.269196138665265	0.000182095904044649	2185432	352378	215188	0.0724665610722883
4H	1123000	1123	0.161053939659915	0.269250578178137	0.00018185791559787	2192042	353037	215772	0.0724958738492613
4H	1124000	1124	0.160623247703833	0.268697968941049	0.000181584725494048	2189627	351705	214580	0.0721985985130452
4H	1125000	1125	0.160582638035301	0.26867749460267	0.000181349268575187	2194982	352476	215052	0.0721875961059678
4H	1126000	1126	0.160571540668896	0.268524556721521	0.000181370523005217	2191970	351968	214569	0.0721054375624895
4H	1127000	1127	0.162231399940383	0.269822180498714	0.000183004370791812	2173864	352669	215480	0.0728040090890806
4H	1128000	1128	0.160976398155953	0.269193111144008	0.000182148998424292	2184109	351590	214869	0.0724649310873901
4H	1129000	1129	0.160896089380367	0.268965841504065	0.000181853892426136	2187505	351961	214879	0.0723426238959895
4H	1130000	1130	0.161128991241622	0.269335523299478	0.000181824070248669	2194242	353556	216142	0.0725416241110037
4H	1131000	1131	0.161121443824482	0.269191004914966	0.000182421690408051	2177550	350850	214323	0.0724637971271294
4H	1132000	1132	0.160700130587184	0.26886453758004	0.000181995802843919	2182450	350720	214126	0.0722881395681288
4H	1133000	1133	0.161116997713616	0.26905337798736	0.000182103897376987	2182923	351706	214687	0.072389720206409
4H	1134000	1134	0.162112460670243	0.269746396667861	0.000182990476044901	2172973	352266	215219	0.072763118515295
4H	1135000	1135	0.161668059158394	0.269533242756446	0.000182972310158557	2169971	350815	214360	0.0726481689508053
4H	1136000	1136	0.160931801024479	0.268783548359614	0.000181862709493647	2184329	351528	214378	0.0722445958687848
4H	1137000	1137	0.161840100401902	0.269535981319312	0.000182818668916593	2173664	351786	214849	0.0726496452257646
4H	1138000	1138	0.161682339320784	0.269190562998942	0.000182603368001341	2173212	351370	214289	0.0724635592076871
4H	1139000	1139	0.162871012315565	0.270199394433891	0.000183929080678468	2158082	351489	214804	0.0730077127524414
4H	1141000	1141	0.16228589145278	0.269831956378291	0.000183555119211324	2160995	350699	214254	0.0728092846829361
4H	1142000	1142	0.162482711310316	0.27021693637159	0.000183720578509877	2163264	351493	215067	0.0730171927020479
4H	1143000	1143	0.161370871083732	0.26915940835391	0.00018260778038153	2172604	350595	213974	0.072446787105427
4H	1144000	1144	0.161903770009512	0.269776597317658	0.000183137637697537	2169968	351326	214810	0.0727794124602936
4H	1145000	1145	0.161841540522513	0.269687994550663	0.000183804841689252	2152828	348417	212967	0.0727316144047586
4H	1146000	1146	0.160578447912759	0.268578798314802	0.00018222389603693	2172365	348835	212718	0.0721345709042232
4H	1147000	1147	0.160098123960269	0.268371292502184	0.000181878895050572	2177246	348573	212618	0.0720231506392925
4H	1148000	1148	0.160408907232406	0.268359719100718	0.000181448807440324	2187391	350877	213813	0.0720169388358163
4H	1149000	1149	0.160617832275241	0.268581421283051	0.000181590698242786	2187584	351365	214239	0.0721359798584238
4H	1150000	1150	0.161390640208145	0.268949640154498	0.000182363803390966	2175027	351029	213981	0.072333908939234
4H	1151000	1151	0.161502553251386	0.269296594114435	0.000182943480660536	2166845	349951	213659	0.0725206556016347
4H	1152000	1152	0.162061974426909	0.269661157392413	0.000183047377741306	2170250	351715	214814	0.0727171398062157
4H	1153000	1153	0.162217874990606	0.269790994604199	0.000183190766574311	2168941	351841	214946	0.0727871807695231
4H	1154000	1154	0.161299337320558	0.269058724179728	0.000182112438048215	2182805	352085	214810	0.0723925970572229
4H	1155000	1155	0.161242401357435	0.268911234180749	0.000182426101551699	2172921	350367	213625	0.0723132518686135
4H	1156000	1156	0.161965741522634	0.269844771436488	0.000183104869366932	2171842	351764	215119	0.0728162006716107
4H	1157000	1157	0.161902576497277	0.270006371442547	0.000182732590976186	2183313	353484	216401	0.0729034406195706
4H	1158000	1158	0.161814994631008	0.269697242204783	0.000182696384707145	2179180	352624	215566	0.0727366024528655
4H	1159000	1159	0.162054884280742	0.269902246622249	0.000183214576062359	2170166	351686	215083	0.0728472227317371
4H	1160000	1160	0.161079573372618	0.269084123137728	0.000182345575749297	2177638	350773	214177	0.0724062653248
4H	1161000	1161	0.160638543218401	0.268745802229769	0.000181974765491296	2181027	350357	213804	0.0722243062161223
4H	1162000	1162	0.160444114794317	0.268707059713103	0.000181539141328768	2190875	351513	214587	0.0722034839396612
4H	1163000	1163	0.16004957346205	0.268332017674487	0.000181226751695936	2192302	350877	214008	0.0720020717092609
4H	1164000	1164	0.15929614804662	0.267631800214867	0.000180120874690649	2207737	351684	214155	0.0716267804862502
4H	1165000	1165	0.158653411085893	0.267051784916573	0.000179634893895809	2210088	350638	213246	0.0713166558271275
4H	1166000	1166	0.159212304407251	0.267439205194844	0.000180185359256871	2202983	350742	213408	0.0715237284752501
4H	1167000	1167	0.159575430998213	0.267722276451526	0.000180557464217627	2198559	350836	213567	0.0716752173083874
4H	1168000	1168	0.158951403926345	0.266943290284447	0.000179687937961963	2206989	350804	213028	0.0712587202278863
4H	1169000	1169	0.159658908711939	0.267397141321422	0.000180466899175241	2195424	350519	212939	0.0715012311868686
4H	1170000	1170	0.159977603583427	0.2676600353237	0.000180956738179649	2187850	350007	212735	0.0716418945094845
4H	1171000	1171	0.160001718728287	0.267852268229162	0.00018109439898038	2187664	350030	212959	0.0717448375955072
4H	1172000	1172	0.160499658703072	0.26830194677177	0.000180992001207958	2197500	352698	214797	0.0719859346415217
4H	1173000	1173	0.160387177732982	0.268115221253146	0.000181312299082075	2186696	350718	213443	0.0718857718676232
4H	1174000	1174	0.161296112468452	0.268930963673482	0.000181975824457957	2184008	352272	214776	0.0723238632223478
4H	1175000	1175	0.162046354725792	0.269556898525892	0.000182890585145328	2172292	352012	214883	0.0726609215428978
4H	1177000	1177	0.15993471959512	0.267931029466526	0.000180624531735906	2200354	351913	214240	0.0717870365509925
4H	1178000	1178	0.160051014598374	0.268181482171158	0.000180995180739232	2195450	351384	214139	0.071921307379519
4H	1179000	1179	0.160147758074673	0.268240343282486	0.000181201290246513	2191420	350951	213883	0.071952881764306
4H	1180000	1180	0.159362758869031	0.267804366793689	0.000180123155219376	2210529	352276	214677	0.0717191788737688
4H	1181000	1181	0.159515237016217	0.267887091764644	0.00018048412949361	2203056	351421	214156	0.0717634939341187
4H	1182000	1182	0.160453987523137	0.268845971136917	0.000181504376558487	2193981	352033	215062	0.0722781561965521
4H	1183000	1183	0.159438308810011	0.267803180117545	0.000180661132084299	2197364	350344	213450	0.0717185432810703
4H	1184000	1184	0.159364551226897	0.267955034349413	0.000180507291962138	2203608	351177	214184	0.071799900433195
4H	1185000	1185	0.161026954711801	0.269094311825435	0.000182424915346097	2175909	350380	213982	0.0724117486568047
4H	1186000	1186	0.159995187566422	0.268106544145194	0.00018099135432452	2194316	351080	213901	0.0718811190134788
4H	1187000	1187	0.159686997655765	0.267857283088319	0.000180858117435419	2193466	350268	213309	0.0717475241034557
4H	1188000	1188	0.159967839078975	0.267927790283665	0.000180680329990527	2198942	351760	214122	0.0717853008062876
4H	1189000	1189	0.160112491661069	0.26803215857852	0.000181118148984483	2190029	350651	213478	0.071841238032261
4H	1190000	1190	0.159373809409741	0.267349306895577	0.000180589284135298	2191665	349294	212319	0.0714756518975454
4H	1191000	1191	0.159422263119564	0.267821902448942	0.000181031918714755	2188678	348924	212617	0.0717285714313706
4H	1192000	1192	0.159857048599466	0.267889813861551	0.000180833673442488	2194592	350821	213576	0.0717649523707763
4H	1193000	1193	0.159217643665893	0.267607181323205	0.000180346552081662	2201810	350567	213496	0.0716136034957507
4H	1194000	1194	0.158981687288926	0.267234956019886	0.000180022294547683	2203606	350333	213066	0.0714145217189502
4H	1195000	1195	0.159433500984275	0.267583894313207	0.000180380265151691	2200604	350850	213503	0.0716011404958216
4H	1196000	1196	0.159858100311787	0.268072728970788	0.000180751769236049	2199582	351621	214278	0.0718629880178458
4H	1197000	1197	0.159403098524926	0.267270591497717	0.00018042361345387	2194399	349794	212512	0.0714335690795393
4H	1198000	1198	0.159933570091186	0.267960038309458	0.000181146272647154	2188171	349962	213087	0.0718025821308063
4H	1199000	1199	0.160493413703296	0.268570324822847	0.000181909082078856	2179753	349836	213372	0.0721300193754493
4H	1200000	1200	0.160753232260956	0.268451378138528	0.000181619583999888	2184771	351209	213906	0.0720661424244747
4H	1201000	1201	0.160869443912104	0.268606728240663	0.000181658511965436	2186363	351719	214326	0.0721495744561533
4H	1202000	1202	0.160033873088463	0.267963586342635	0.000181246644380396	2185806	349803	212931	0.0718044836056066
4H	1203000	1203	0.159949589410126	0.267815734059036	0.000180906905515145	2191603	350546	213263	0.0717252674095801
4H	1204000	1204	0.159708579210168	0.267643380410491	0.000180322225175427	2203000	351838	213999	0.0716329790775547
4H	1205000	1205	0.160787856802258	0.268461841348291	0.000181346985534082	2191515	352369	214603	0.0720717602601147
4H	1206000	1206	0.160509554719301	0.268138878045967	0.000180800193396072	2199489	353039	214806	0.0718984579197499
4H	1207000	1207	0.160445190851904	0.268070190890199	0.00018070151219875	2200764	353102	214804	0.0718616272439076
4H	1209000	1209	0.160433381709977	0.267894477254901	0.000180979213697421	2191140	351532	213650	0.0717674509436769
4H	1210000	1210	0.161438185830439	0.268815902054337	0.000181870446556792	2184669	352689	214806	0.0722619891972872
4H	1212000	1212	0.161387453752385	0.268942935369746	0.000182361353242878	2174977	351014	213966	0.0723303024852955
4H	1213000	1213	0.160758512616226	0.268583443535183	0.000182046294941232	2176681	349920	213272	0.0721370661412169
4H	1214000	1214	0.160051931244643	0.267825813783604	0.000181178698418375	2185197	349745	212723	0.0717306665288495
4H	1215000	1215	0.159540755695831	0.267595292452086	0.000180772475913736	2191252	349594	212684	0.0716072405425172
4H	1216000	1216	0.159392990487558	0.267583706242822	0.000180471192269579	2198384	350407	213259	0.0716010398466447
4H	1217000	1217	0.158938066406409	0.267215882608315	0.000179848245939677	2207558	350865	213395	0.0714043279181409
4H	1218000	1218	0.159214326139613	0.267526037821083	0.000180228564117604	2203357	350806	213548	0.0715701809122474
4H	1219000	1219	0.159253335171531	0.267205160839164	0.000179942908042763	2205059	351163	213362	0.0713985979790835
4H	1221000	1221	0.159061964959213	0.267150730843828	0.000180009959772712	2202519	350337	212918	0.0713695129903916
4H	1222000	1222	0.159220697599444	0.267392484973311	0.000179929210936858	2208488	351637	213892	0.0714987410202023
4H	1223000	1223	0.15942066773615	0.267367413848525	0.000180831117092723	2186103	348510	211834	0.0714853339880484
4H	1224000	1224	0.159800467388528	0.267518090073783	0.000180982580622529	2184906	349149	212159	0.0715659285167246
4H	1225000	1225	0.160204195645365	0.268034899112775	0.000181378625652039	2183788	349852	212937	0.0718427071423956
4H	1226000	1226	0.160355822322788	0.268099150564879	0.000181226360486767	2188508	350940	213579	0.0718771545336096
4H	1227000	1227	0.159646210048412	0.267402698518824	0.000180619415579884	2191809	349914	212586	0.0715042031751489
4H	1228000	1228	0.159731466443117	0.267444360461148	0.000180668164864384	2191309	350021	212646	0.0715264859424727
4H	1229000	1229	0.159080176919178	0.267404136458123	0.000180446676606353	2196031	349345	212601	0.0715049721949142
4H	1230000	1230	0.159529458732369	0.267683784594091	0.000180297485061238	2204270	351646	214044	0.0716546085346156
4H	1231000	1231	0.159014255702891	0.267243167864234	0.000179607948070432	2213921	352045	214096	0.0714189107701114
4H	1232000	1232	0.158872223120504	0.267250038485518	0.00017985652908528	2207919	350777	213424	0.0714225830705107
4H	1233000	1233	0.158609844087476	0.266955239673447	0.000179559633952323	2210342	350582	213126	0.0712650999891078
4H	1234000	1234	0.158712393525478	0.267287459659784	0.000180068368544941	2203344	349698	212914	0.0714425860913809
4H	1235000	1235	0.159144286363458	0.267688044274786	0.000180631227575317	2196202	349513	212996	0.0716568890476598
4H	1236000	1236	0.158962882165649	0.267452942957354	0.000180455166755563	2196626	349182	212634	0.0715310766965494
4H	1237000	1237	0.15866493043657	0.267153137471415	0.000180581027862275	2188650	347262	211304	0.0713707988608209
4H	1238000	1238	0.159625248302648	0.267927391403989	0.000180950048860473	2192385	349960	213243	0.0717850870645464
4H	1239000	1239	0.159294327043016	0.267569328289453	0.000180665419088259	2193424	349400	212692	0.0715933454412691
4H	1240000	1240	0.159596962349604	0.267833039833949	0.000181154449426963	2185900	348863	212482	0.0717345372266938
4H	1241000	1241	0.159700426653971	0.267890937771193	0.000181254151386429	2184440	348856	212480	0.0717655545399289
4H	1242000	1242	0.160411604803308	0.268371221251938	0.00018165650587109	2182579	350111	213358	0.0720231123962564
4H	1243000	1243	0.160985125310138	0.268604982259657	0.00018210436125203	2175642	350246	213354	0.0721486364947107
4H	1244000	1244	0.160919343814081	0.268660788800762	0.000182579185264578	2165240	348429	212353	0.0721786194390477
4H	1245000	1245	0.160982328135184	0.268623506121991	0.00018231298523178	2170965	349487	212915	0.0721585880412715
4H	1246000	1246	0.161217488211023	0.269038938678559	0.000182571601121403	2171520	350087	213619	0.0723819505252854
4H	1248000	1248	0.160411686970753	0.268030009765302	0.000181528540501064	2180103	349714	212717	0.0718400861347881
4H	1249000	1249	0.160400777806087	0.267961506494378	0.000181231018635836	2186149	350660	213219	0.0718033689627365
4H	1250000	1250	0.160982309863821	0.268736027727432	0.000182293653412175	2173245	349854	213270	0.0722190525987188
4H	1251000	1251	0.160805982604467	0.268895348780499	0.00018248079884882	2171362	349168	213148	0.0723047085957862
4H	1252000	1252	0.159780543604045	0.267998865358647	0.000181681745514738	2175922	347670	211833	0.0718233918335224
4H	1253000	1253	0.160019933768447	0.26824034450575	0.000181791652739468	2177210	348397	212407	0.0719528824205632
4H	1254000	1254	0.160150866022969	0.268129183038154	0.000182045552232766	2169342	347422	211601	0.0718932587967079
4H	1256000	1256	0.159684842057392	0.267674704523472	0.000181604932183914	2172498	346915	211056	0.0716497474417283
4H	1257000	1257	0.159989193582693	0.267949601618957	0.000182402047842649	2157977	345253	210173	0.0717969890077579
4H	1258000	1258	0.159692342206977	0.267919174948565	0.000182030514482688	2166303	345942	210743	0.0717806843051199
4H	1259000	1259	0.159172762090219	0.267536255870652	0.000181179260734284	2180461	347070	211312	0.0715756482052868
4H	1260000	1260	0.158649584713	0.267009205192029	0.000180809067611522	2180781	345980	210366	0.0712939156572789
4H	1261000	1261	0.158951344615675	0.267577723564431	0.000181443656857489	2174785	345685	210657	0.0715978381479229
4H	1262000	1262	0.158710413673784	0.267278477429319	0.000181016686044633	2180172	346016	210663	0.0714377844969352
4H	1263000	1263	0.158791771707474	0.26701414228312	0.000181186922899779	2171775	344860	209601	0.07129655217919
4H	1264000	1264	0.159864268239129	0.267968856400988	0.000182286382476854	2161027	345471	210406	0.0718073080008533
4H	1266000	1266	0.15949489077188	0.267504020833496	0.000181561017731353	2170778	346228	210559	0.0715584011620873
4H	1267000	1267	0.15899349945329	0.267080371333482	0.000181410080681201	2167510	344620	209405	0.0713319247516308
4H	1268000	1268	0.158687145611106	0.267055861677839	0.000181078876757904	2175047	345152	209893	0.0713188332564931
4H	1269000	1269	0.158961238102742	0.26722144991894	0.000181386987526475	2170353	345002	209821	0.0714073032967807
4H	1270000	1270	0.160045684520831	0.267832890600023	0.000182717931758977	2148649	343882	209169	0.0717344572871639
4H	1271000	1271	0.159668595420109	0.267627645838417	0.000182005262866126	2162191	345234	209989	0.0716245568170131
