trait,gene_file,gene_name,MGmin,epsilon,stage,status,message
betaglucan,HORVU.MOREX.r3.2HG0112900.vcf.gz,HORVU.MOREX.r3.2HG0112900,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0112910.vcf.gz,HORVU.MOREX.r3.2HG0112910,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0112920.vcf.gz,HORVU.MOREX.r3.2HG0112920,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191420.vcf.gz,HORVU.MOREX.r3.2HG0191420,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191430.vcf.gz,HORVU.MOREX.r3.2HG0191430,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191440.vcf.gz,HORVU.MOREX.r3.2HG0191440,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191440.vcf.gz,HORVU.MOREX.r3.2HG0191440,2,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191440.vcf.gz,HORVU.MOREX.r3.2HG0191440,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191450.vcf.gz,HORVU.MOREX.r3.2HG0191450,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191450.vcf.gz,HORVU.MOREX.r3.2HG0191450,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191450.vcf.gz,HORVU.MOREX.r3.2HG0191450,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191460.vcf.gz,HORVU.MOREX.r3.2HG0191460,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191460.vcf.gz,HORVU.MOREX.r3.2HG0191460,2,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191460.vcf.gz,HORVU.MOREX.r3.2HG0191460,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191470.vcf.gz,HORVU.MOREX.r3.2HG0191470,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,2,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191480.vcf.gz,HORVU.MOREX.r3.2HG0191480,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.2HG0191490.vcf.gz,HORVU.MOREX.r3.2HG0191490,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191510.vcf.gz,HORVU.MOREX.r3.2HG0191510,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191520.vcf.gz,HORVU.MOREX.r3.2HG0191520,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191530.vcf.gz,HORVU.MOREX.r3.2HG0191530,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191540.vcf.gz,HORVU.MOREX.r3.2HG0191540,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191540.vcf.gz,HORVU.MOREX.r3.2HG0191540,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191540.vcf.gz,HORVU.MOREX.r3.2HG0191540,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191550.vcf.gz,HORVU.MOREX.r3.2HG0191550,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191550.vcf.gz,HORVU.MOREX.r3.2HG0191550,2,,crosshap,crosshap_failed,Too few common variants after raw/imputed intersection: 1
betaglucan,HORVU.MOREX.r3.2HG0191550.vcf.gz,HORVU.MOREX.r3.2HG0191550,3,,crosshap,crosshap_failed,Too few common variants after raw/imputed intersection: 1
betaglucan,HORVU.MOREX.r3.2HG0191560.vcf.gz,HORVU.MOREX.r3.2HG0191560,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191560.vcf.gz,HORVU.MOREX.r3.2HG0191560,2,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.2HG0191560.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191560.vcf.gz,HORVU.MOREX.r3.2HG0191560,3,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.2HG0191560.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191570.vcf.gz,HORVU.MOREX.r3.2HG0191570,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.2HG0191570.vcf.gz,HORVU.MOREX.r3.2HG0191570,2,,crosshap,crosshap_failed,Too few common variants after raw/imputed intersection: 1
betaglucan,HORVU.MOREX.r3.2HG0191570.vcf.gz,HORVU.MOREX.r3.2HG0191570,3,,crosshap,crosshap_failed,Too few common variants after raw/imputed intersection: 1
betaglucan,HORVU.MOREX.r3.3HG0299440.vcf.gz,HORVU.MOREX.r3.3HG0299440,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299440.vcf.gz,HORVU.MOREX.r3.3HG0299440,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299440.vcf.gz,HORVU.MOREX.r3.3HG0299440,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299440.vcf.gz,HORVU.MOREX.r3.3HG0299440,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299440.vcf.gz,HORVU.MOREX.r3.3HG0299440,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299440.vcf.gz,HORVU.MOREX.r3.3HG0299440,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299440.vcf.gz,HORVU.MOREX.r3.3HG0299440,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299450.vcf.gz,HORVU.MOREX.r3.3HG0299450,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299450.vcf.gz,HORVU.MOREX.r3.3HG0299450,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299450.vcf.gz,HORVU.MOREX.r3.3HG0299450,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299450.vcf.gz,HORVU.MOREX.r3.3HG0299450,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299450.vcf.gz,HORVU.MOREX.r3.3HG0299450,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299460.vcf.gz,HORVU.MOREX.r3.3HG0299460,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.3HG0299460.vcf.gz,HORVU.MOREX.r3.3HG0299460,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.4HG0341530.vcf.gz,HORVU.MOREX.r3.4HG0341530,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341530.vcf.gz,HORVU.MOREX.r3.4HG0341530,2,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.4HG0341530.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341530.vcf.gz,HORVU.MOREX.r3.4HG0341530,3,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.4HG0341530.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341540.vcf.gz,HORVU.MOREX.r3.4HG0341540,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341540.vcf.gz,HORVU.MOREX.r3.4HG0341540,2,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.4HG0341540.vcf.gz,HORVU.MOREX.r3.4HG0341540,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.4HG0341560.vcf.gz,HORVU.MOREX.r3.4HG0341560,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341560.vcf.gz,HORVU.MOREX.r3.4HG0341560,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341560.vcf.gz,HORVU.MOREX.r3.4HG0341560,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341560.vcf.gz,HORVU.MOREX.r3.4HG0341560,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341560.vcf.gz,HORVU.MOREX.r3.4HG0341560,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341560.vcf.gz,HORVU.MOREX.r3.4HG0341560,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341560.vcf.gz,HORVU.MOREX.r3.4HG0341560,3,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341630.vcf.gz,HORVU.MOREX.r3.4HG0341630,2,,crosshap,crosshap_failed,"Assigned data `base::sapply(...)` must be compatible with existing data.
✖ Existing data has 1 row.
✖ Assigned data has 42 rows.
ℹ Row updates require a list value. Do you need `list()` or `as.list()`?
Caused by error in `vectbl_recycle_rhs_rows()`:
! Can't recycle input of size 42 to size 1."
betaglucan,HORVU.MOREX.r3.4HG0341660.vcf.gz,HORVU.MOREX.r3.4HG0341660,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.4HG0341660.vcf.gz,HORVU.MOREX.r3.4HG0341660,2,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.4HG0341660.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341660.vcf.gz,HORVU.MOREX.r3.4HG0341660,3,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.4HG0341660.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0395760.vcf.gz,HORVU.MOREX.r3.4HG0395760,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395760.vcf.gz,HORVU.MOREX.r3.4HG0395760,2,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.4HG0395760.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0395760.vcf.gz,HORVU.MOREX.r3.4HG0395760,3,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.4HG0395760.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0395770.vcf.gz,HORVU.MOREX.r3.4HG0395770,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395770.vcf.gz,HORVU.MOREX.r3.4HG0395770,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395770.vcf.gz,HORVU.MOREX.r3.4HG0395770,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395770.vcf.gz,HORVU.MOREX.r3.4HG0395770,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395770.vcf.gz,HORVU.MOREX.r3.4HG0395770,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.4HG0395810.vcf.gz,HORVU.MOREX.r3.4HG0395810,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395810.vcf.gz,HORVU.MOREX.r3.4HG0395810,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395820.vcf.gz,HORVU.MOREX.r3.4HG0395820,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395820.vcf.gz,HORVU.MOREX.r3.4HG0395820,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.4HG0395820.vcf.gz,HORVU.MOREX.r3.4HG0395820,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.6HG0609520.vcf.gz,HORVU.MOREX.r3.6HG0609520,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0609520.vcf.gz,HORVU.MOREX.r3.6HG0609520,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0609520.vcf.gz,HORVU.MOREX.r3.6HG0609520,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627000.vcf.gz,HORVU.MOREX.r3.6HG0627000,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627000.vcf.gz,HORVU.MOREX.r3.6HG0627000,2,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.6HG0627000.vcf.gz,HORVU.MOREX.r3.6HG0627000,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.6HG0627010.vcf.gz,HORVU.MOREX.r3.6HG0627010,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627010.vcf.gz,HORVU.MOREX.r3.6HG0627010,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627010.vcf.gz,HORVU.MOREX.r3.6HG0627010,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627010.vcf.gz,HORVU.MOREX.r3.6HG0627010,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627010.vcf.gz,HORVU.MOREX.r3.6HG0627010,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627020.vcf.gz,HORVU.MOREX.r3.6HG0627020,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627020.vcf.gz,HORVU.MOREX.r3.6HG0627020,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627040.vcf.gz,HORVU.MOREX.r3.6HG0627040,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627040.vcf.gz,HORVU.MOREX.r3.6HG0627040,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627060.vcf.gz,HORVU.MOREX.r3.6HG0627060,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627060.vcf.gz,HORVU.MOREX.r3.6HG0627060,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627060.vcf.gz,HORVU.MOREX.r3.6HG0627060,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627060.vcf.gz,HORVU.MOREX.r3.6HG0627060,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627060.vcf.gz,HORVU.MOREX.r3.6HG0627060,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627060.vcf.gz,HORVU.MOREX.r3.6HG0627060,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627070.vcf.gz,HORVU.MOREX.r3.6HG0627070,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627070.vcf.gz,HORVU.MOREX.r3.6HG0627070,2,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.6HG0627070.vcf.gz,HORVU.MOREX.r3.6HG0627070,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.6HG0627080.vcf.gz,HORVU.MOREX.r3.6HG0627080,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627080.vcf.gz,HORVU.MOREX.r3.6HG0627080,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627090.vcf.gz,HORVU.MOREX.r3.6HG0627090,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627090.vcf.gz,HORVU.MOREX.r3.6HG0627090,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627100.vcf.gz,HORVU.MOREX.r3.6HG0627100,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627100.vcf.gz,HORVU.MOREX.r3.6HG0627100,2,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.6HG0627100.vcf.gz,HORVU.MOREX.r3.6HG0627100,3,,crosshap,crosshap_failed,object 'Varfile' not found
betaglucan,HORVU.MOREX.r3.6HG0627110.vcf.gz,HORVU.MOREX.r3.6HG0627110,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627110.vcf.gz,HORVU.MOREX.r3.6HG0627110,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627110.vcf.gz,HORVU.MOREX.r3.6HG0627110,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627120.vcf.gz,HORVU.MOREX.r3.6HG0627120,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627120.vcf.gz,HORVU.MOREX.r3.6HG0627120,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627150.vcf.gz,HORVU.MOREX.r3.6HG0627150,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
betaglucan,HORVU.MOREX.r3.6HG0627150.vcf.gz,HORVU.MOREX.r3.6HG0627150,2,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.6HG0627150.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627150.vcf.gz,HORVU.MOREX.r3.6HG0627150,3,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/betaglucan/HORVU.MOREX.r3.6HG0627150.vcf.gz
betaglucan,HORVU.MOREX.r3.7HG0675560.vcf.gz,HORVU.MOREX.r3.7HG0675560,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675560.vcf.gz,HORVU.MOREX.r3.7HG0675560,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
