Sample,Blup.protein,Blup.starch,Blup.betaglucans,Blup.fiber,Blup.weight,Blup.tiller.length,Blup.grain.num,Blup.Z11,site,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight,NO3.mg.L,NO2.mg.L
HS1811,-0.552474592,-0.677578367,0.433368446,-0.099786582,0.055243102,10.58316874,-1.042150874,110.988489,18,35.22537,32.75987,221411,740577,20.29,575,9.52,200,19.05082703,10.63999557,40.89166641,582.2474365,31.61998749,5.59999991,26.01998711,11.69166088,25.5249939,25.80999374,11.69166088,597.9006958,152.6002655,111.0011292,393.3004456,393.3004456,24,29,13,77,61,35,36,7.64,452,10.982,10.173,8.437878386,6.292834301
HS1813,0.185302223,8.421364242,-0.282922255,-0.058128779,0.014658746,-1.188761245,-1.960850998,14.37204771,18,35.22537,32.75987,221411,740577,20.29,575,9.52,200,19.05082703,10.63999557,40.89166641,582.2474365,31.61998749,5.59999991,26.01998711,11.69166088,25.5249939,25.80999374,11.69166088,597.9006958,152.6002655,111.0011292,393.3004456,393.3004456,24,29,13,77,61,35,36,7.64,452,10.982,10.173,8.437878386,6.292834301
HS1817,-1.446913343,1.748807671,-0.503687554,0.087595759,-0.014051714,-0.580821199,-1.856182088,47.21062966,18,35.22537,32.75987,221411,740577,20.29,575,9.52,200,19.05082703,10.63999557,40.89166641,582.2474365,31.61998749,5.59999991,26.01998711,11.69166088,25.5249939,25.80999374,11.69166088,597.9006958,152.6002655,111.0011292,393.3004456,393.3004456,24,29,13,77,61,35,36,7.64,452,10.982,10.173,8.437878386,6.292834301
HS1820,-0.730228153,3.715386807,0.210945256,-0.319146693,0.019932738,5.1669756,-1.189142895,62.5604179,18,35.22537,32.75987,221411,740577,20.29,575,9.52,200,19.05082703,10.63999557,40.89166641,582.2474365,31.61998749,5.59999991,26.01998711,11.69166088,25.5249939,25.80999374,11.69166088,597.9006958,152.6002655,111.0011292,393.3004456,393.3004456,24,29,13,77,61,35,36,7.64,452,10.982,10.173,8.437878386,6.292834301
HS1902,-0.221826106,2.629396784,-0.160898976,-0.156629117,0.039787767,6.990795738,1.528443157,73.58982833,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1903,0.843481162,1.308430459,-0.08626283,-0.210801642,-0.009088966,2.790482693,-2.194733098,38.70446263,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1904,1.103143399,-0.280780696,-0.170160368,0.03856395,0.06288616,8.464175009,0.354273315,31.09645411,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1907,-0.617796638,0.400558629,0.117398884,-0.125675852,-0.023443732,0.579791616,-2.173035984,47.56998067,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1908,1.204404438,0.024000838,-0.237150213,-0.080959558,-0.004406595,11.68851428,-2.615775625,170.1382064,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1909,-0.438194276,4.006812016,-0.091452916,0.033404662,0.014856168,4.462680355,-0.41743479,51.20138141,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1910,0.693299461,0.369393677,-0.11849682,-0.038825371,-0.007230307,3.164590743,-1.446378929,127.3741883,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1914,-0.529329212,6.629638889,-0.178695361,-0.34924254,0.01878151,-5.878250072,-1.715358135,45.31010766,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1915,-0.295705528,4.358787145,0.152741864,0.037561328,0.029183376,-2.846779552,0.913530744,76.1106437,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS1920,0.566937518,-0.832534133,-0.371496678,-0.275325678,-0.027589597,13.95379343,-2.916299128,159.2600771,19,35.10937,32.84671,210550,750211,20.16,588,9.05,19,19.75416756,9.638335228,40.14313126,539.1950684,31.90999413,7.9000001,24.0099926,13.08333302,25.77166367,26.1883297,13.08333302,562.0999146,145,112.4323502,371,371,29,32,2,76,58,36,32,7.55,331,6.343,6.878,3.893473928,4.781585351
HS2001,0.396486004,-0.383922994,-0.237150213,0.117673035,0.007184907,4.669570108,-0.934070466,123.0907242,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2002,-0.812136828,0.250664889,-0.610623543,-0.129112914,-0.050744396,2.956284523,-1.740362969,29.08683795,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2004,-0.716662134,9.232125994,-0.658468311,-0.507460709,-0.033427652,1.759312269,-1.734098631,67.19159845,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2005,1.187045403,4.134556288,-0.39503059,-0.353541947,-0.028971552,8.317210384,-2.320615864,164.2295208,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2007,0.735710485,0.069668746,-0.327924598,-0.160928524,-0.033625075,-1.022959414,-1.740362968,185.4314859,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2008,1.113269503,-1.908274849,-0.374699161,0.046302883,-0.017739386,11.30164334,0.53801334,103.0023317,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2010,-0.080340764,3.780147965,-0.219846893,-0.125673388,-0.045949858,-12.54026986,-3.531131321,24.89345991,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2013,0.219279185,4.816326483,-0.357218903,-0.168527847,0.03420354,6.327588415,-0.571561769,42.92030699,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2015,0.673822227,0.39098073,-0.072142315,-0.129112914,-0.009793399,7.875072169,-3.055647025,7.211278645,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2016,0.191070753,4.276650171,-0.46733715,-0.268814739,-0.015603251,2.133793334,-0.50019889,13.29022336,20,35.10972,32.74183,210572,738580,21.04,638,9.9,101,19.16582298,10.0349884,39.78953171,571.6064453,31.51998711,6.30000019,25.21998787,11.97665977,25.44665718,25.84998894,11.97665977,592.2011719,150.4003906,112.3396072,391.8007813,391.8007813,23,25,11,73,57,34,41,7.84,381,10.803,12,9.117633247,8.318461517
HS2101,0.428310902,6.813128835,-0.042053449,-0.289910727,0.01306271,4.227431892,1.240518529,-9.631799165,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2102,1.839247307,-2.933425348,-0.235823487,0.123692204,-0.00463222,-0.02814843,-1.419910562,-56.0632925,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2103,0.998972688,-3.483895186,-0.661344935,0.322324797,-0.072178803,-8.888755523,-0.037030941,28.70247813,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2104,1.517496905,1.111881607,-0.028840862,0.023687759,0.005000286,9.975058561,1.1315226,4.007510396,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2105,0.666274344,3.100155812,-0.602663188,0.029105255,-0.028886943,9.043394378,2.183661966,7.484273554,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2107,2.607593124,-2.339781406,0.121113482,0.159807221,0.018049098,4.945906492,0.065209061,-50.12535773,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2110,-0.197255518,6.99661878,-0.190427124,-0.33663227,-0.049533396,11.56110497,-1.276424907,-77.13777302,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2111,1.116033848,-1.595028096,-0.098950748,-0.103915766,-0.039230755,7.958610116,-1.684956464,-148.586831,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2115,0.504979974,4.009968828,-0.427535374,-0.453426928,0.033447778,-4.228461475,-0.307190774,-103.1092021,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2120,0.392869538,5.738754791,0.060871886,-0.313987405,-0.004434798,9.090952261,-0.564426809,-109.3061912,21,35.45112,32.4371,242648,704809,22.23,360,11.26,14,20.658741,12.57416725,43.34431839,629.1109009,34.31998825,5.30999374,29.0099926,12.92166328,27.82331848,28.07165146,12.92166328,384.4003906,92.80013275,107.0729065,246.6002655,246.6002655,26,36,12,79,64,41,24,7.87,461,12.624,7.736,5.177510785,3.508397136
HS2201,-0.729539477,1.697306459,-0.311285555,0.066940035,-0.028563127,-4.255463262,-1.404096673,134.1965485,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2203,-0.242905129,9.1445305,-0.280268803,-0.295929896,0.01485999,-3.399452321,-1.132939253,27.10240547,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2204,-1.238156486,7.007412307,-0.302800552,-0.030226558,0.010710302,4.337966446,-2.227341871,-49.26147425,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2207,0.806593212,4.110013871,-0.271645085,-0.262394523,0.036738162,7.543468507,-0.243328194,3.052972094,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2209,0.418184798,2.927459393,-0.342033617,-0.046564304,0.003884909,8.151408553,0.273220162,161.5256425,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2211,-0.594425594,4.783945904,0.055255959,-0.06301195,0.042749099,6.804374362,0.1880293,-88.45890015,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2213,-0.63493001,6.431812254,-0.141727531,-0.157488998,-0.039152895,7.391337482,-1.960850999,-36.46655641,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2217,-1.342310698,5.561079792,0.012522842,-0.028506795,0.008509488,7.046538152,-0.526536813,-53.17202769,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2219,0.404442228,1.966835559,-0.122388425,-0.009521953,0.010831006,5.940717477,-0.160198756,-2.374920528,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2220,-0.230609146,1.943369016,-0.162853564,-0.065481693,0.031411426,8.88923888,-1.4520264,-7.742219979,22,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102,5.458216956,5.449442888
HS2302,0.589924677,3.602950487,-0.087294889,0.000729171,0.006440208,10.69772014,1.162729425,-68.41129725,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2305,0.349710165,1.195884135,-0.330684386,0.398854238,-0.004491204,1.804108306,0.625126911,-15.49793894,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2308,-0.810129573,11.43275806,-0.122261786,-0.379343965,0.054199585,19.48120032,1.78744551,-100.990396,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2309,0.781243127,-1.152493521,0.012222895,0.09929862,-0.032102104,-5.333807013,-0.086702744,-85.22744354,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2311,-0.81393271,4.102473332,0.608013157,-0.67843722,-0.015767283,9.312021368,-2.761403894,-89.22624781,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2312,0.088446903,7.385185725,-0.135919731,-0.354401828,-0.016449346,7.17070003,0.603237169,-82.46493049,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2314,1.626084337,6.082031189,-0.365179258,-0.329465269,0.035529089,6.815636015,2.691150397,-85.99938034,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2318,0.903514493,-2.965805927,-0.000329646,0.042003476,-0.001191434,13.76365951,-0.273338968,-46.29391331,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2319,0.017320834,1.405572195,0.60182361,-0.208740224,0.014263901,5.760670205,-0.867359463,-135.5561148,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2320,-0.07003807,-0.468312346,-0.142428629,-0.224653191,-0.038560629,1.286969876,-1.244168433,-64.53004679,23,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004,3.801433941,2.963755102
HS2401,0.466645438,-2.544858404,-0.265011456,0.137450306,-0.016280127,-5.007943295,-4.780230729,-99.40368498,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2403,-0.364742174,4.62204301,-0.233833398,0.019646561,-0.00855246,-3.233650491,-1.703614964,-18.19983754,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2404,1.59276449,5.571873318,-0.068048152,-0.084399083,0.034541978,5.111708323,-2.246035549,-103.9548466,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2405,0.70019274,6.929358125,-0.018280383,-0.041617812,0.000126027,-1.962503122,-1.60974017,-111.6912965,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2406,1.672375097,-4.153378207,-0.266338182,0.185728815,-0.015449748,-2.350818312,-2.570435746,9.011261107,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2407,0.934616098,1.794139139,-0.314100313,-0.113850754,0.008143814,3.496758255,-2.438575064,-132.7933815,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2409,-0.514344906,7.300067847,-0.347268459,0.033604769,-0.019749434,-0.606176942,-1.924102994,23.90774856,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2410,1.718665858,-1.249635257,-0.115091433,0.181304255,0.026166592,-2.183572229,-3.055647025,-121.6757228,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
