Sample,Blup.protein,Blup.starch,Blup.betaglucans,Blup.fiber,Blup.weight,Blup.tiller.length,Blup.grain.num,Blup.Z11,site,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight,NO3.mg.L,NO2.mg.L
HS2417,1.268054234,-7.353132218,-0.237150213,0.377548876,-0.039829771,-1.404001377,-3.601543297,-24.1128249,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2418,0.283229865,2.700795342,-0.114789935,0.195062357,0.066890244,-0.691355753,-2.39102784,-141.0677974,24,35.35908,32.6182,233963,724876,18.37,468,10.66,501,18.12082863,10.83499336,40.73305893,596.3027954,30.70999336,4.10999346,26.60000038,10.59499264,24.80666161,24.9383297,10.59499264,595.3004761,148.8001251,110.9970322,391.6002502,391.6002502,30,28,18,75,59,37,36,7.95,318,9.577,8.204,4.166000722,4.100720354
HS2504,-1.113112035,4.319824276,-0.011232757,-0.257235235,-0.0062398,-9.091981843,2.098974103,-56.89649149,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2505,0.04279566,0.175110205,-0.153971855,0.110656943,-0.037153772,-3.233650491,1.676502243,-157.8720359,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2507,1.054682758,1.427159247,-0.104310393,-0.063832791,0.023768368,5.686488003,4.692578326,-158.6477808,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2508,0.538251459,7.146192754,-0.303439008,-0.080959558,0.003518495,5.830182923,4.224845255,-122.6460866,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2509,0.559950253,6.574368913,-0.501168659,-0.34382111,-0.002011095,3.383370977,2.109836542,-70.39361205,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2510,0.824675541,-1.176683335,-0.351248637,0.127991611,-0.018479974,6.272321138,3.492275428,-176.459143,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2511,0.119344573,2.409370134,-0.483921223,0.187323425,0.002080134,2.514146308,3.671683332,-154.9239421,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2513,0.93967915,0.53129657,-0.147556072,0.10821434,0.005408107,4.398428817,4.089938576,-135.4512711,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2514,0.367935383,10.7095918,0.074630365,-0.441785338,0.053496952,4.780104662,3.343813172,-195.9453282,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2516,-0.668924787,5.895679105,-0.247867999,-0.233742731,0.00052896,-3.288917768,2.742893637,-120.0647806,25,35.54328,32.40383,251327,701143,24.36,275,10.31,-252,21.68832016,13.0766716,43.70578003,644.5545654,36.02997971,6.10999346,29.91998672,13.72499466,29.00330925,29.32164192,13.72499466,294.6002502,67,102.6902084,182.8001251,182.8001251,22,35,8,77,70,43,23,7.45,488,12.136,6.054,3.179875214,1.928962244
HS2601,0.705446755,-6.290212005,0.131775914,0.200233659,-0.019240131,16.22043098,-3.100039153,220.6526256,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2602,0.47673643,-1.485452217,-0.282258892,-0.032905877,-0.028492098,-2.666697891,-1.132939253,130.3157196,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2603,0.204813322,3.085941018,-0.264348093,0.010924927,0.017986719,12.00458892,-2.071095013,79.77174794,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2604,-0.279859374,2.418936768,-0.022883986,-0.340643727,0.019537893,12.68332526,-0.655485599,117.0435993,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2607,-0.601658525,6.070668468,-0.091183373,-0.435279931,0.031185801,18.43112206,-2.890667603,9.3309893,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2609,-0.271720741,-2.199465565,0.755063346,0.124552086,0.037836328,18.92138535,-2.311618307,16.93930899,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2612,-0.201969817,4.288393111,-0.230516583,-0.001850473,0.052016909,10.74897057,0.184958218,120.5746943,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2613,0.047135419,0.1319361,0.030238221,0.009132255,-0.049880124,7.048258653,-1.29938691,121.2175283,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2614,0.690143017,-2.868664191,0.052324241,0.261273221,0.011471788,9.64362503,-0.422055183,169.004623,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2619,-1.017552079,5.388383373,-0.044862871,0.255881638,0.018939287,18.65219117,-1.678184741,96.2606486,26,35.14538,32.5627,213903,718712,19.73,653,9.99,233,18.63043022,10.67584896,40.93455887,586.979187,31.16002655,5.0800128,26.08001328,11.19667912,25.06501198,25.39834595,11.19667912,607.2991333,155.2998047,113.5510101,405.799469,405.799469,24,24,15,76,60,34,42,7.73,484,13.261,10.759,7.483962463,1.6218547
HS2701,-0.889529194,-10.6519238,0.135151769,0.050602289,-0.035824921,-9.036714566,1.640453489,-170.3111665,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2702,-0.822986225,-9.992391501,0.098433963,0.181021353,-0.02877174,-16.27672784,2.706145633,-154.6876232,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2703,-0.645056114,-12.97140474,0.188933916,0.42551056,-0.020573073,-18.34095909,2.779641644,-206.5303959,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2707,-0.617570974,-10.18939533,-0.002983098,0.295449604,-0.04400384,-16.77413333,1.208690504,-158.5666936,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2709,-0.529773244,-14.96016386,0.380597547,0.527836441,-0.021436199,-22.7937199,6.513759751,-155.8664681,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2710,-0.622634026,-11.20126644,0.197994733,0.252174661,-0.023584747,-20.39197734,0.978989398,-221.9898701,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2714,-1.032741235,-13.32255281,0.246855087,0.30512717,-0.014709869,-16.34926586,1.436816252,-204.4143983,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2715,-0.590809128,-15.55105751,0.590181624,0.660314137,-0.052408383,-16.15410567,0.769328827,-72.74406443,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2716,-0.829237607,-12.45331548,0.191382241,0.296564526,-0.073861609,-19.7730108,0.366390195,-160.2687441,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2718,-1.429028925,-9.118115876,0.058764103,0.298610779,-0.028717724,-19.9732486,2.739437819,-169.4347519,27,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827,1.366536128,2.13989806
HS2802,0.484956946,-7.628609257,0.170030792,0.439268661,-0.017690286,-9.765085549,2.346202282,-102.0256432,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2805,0.664827758,-5.742997,-0.213024414,0.367038627,-0.008608866,-5.997014336,2.335282129,-129.6391165,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2808,-0.03315012,-7.596228678,-0.005224164,0.409172814,-0.035655702,-14.21974203,1.421192258,-129.5027389,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2811,0.045688832,-7.907740684,-0.096517271,0.30314736,-0.038476019,-15.22664958,1.832264403,-124.4194477,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2812,0.537528165,-6.084581903,-0.012933542,0.373917678,-0.011355785,-13.26354396,1.909432306,-132.8752526,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2815,0.818889196,-7.261629365,-0.491999457,0.501180119,-0.038476019,1.107785726,1.109903455,-50.51533874,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2816,0.028329797,-6.711159528,-0.11844676,0.291369068,0.00481047,-14.20380028,1.787445509,-141.6190028,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2817,0.405888815,-7.758131572,-0.136319047,0.329203848,-0.006916676,-8.926180013,2.110534346,-105.4239912,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2818,-0.171602654,-4.14216798,-0.282258892,0.338662543,-0.012212857,-12.7948894,1.159972661,-137.1419066,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2819,-0.022300723,-6.031167375,-0.075548577,0.494492823,-0.0420418,-12.13168207,1.236225435,-149.1650693,28,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772,3.125411015,2.080091988
HS2902,0.694482776,-1.220855324,-0.060706465,-0.204194653,-0.028802333,-19.81383356,-3.239349523,-116.2964281,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2905,-0.363407619,-3.505482238,0.135058112,-0.086978727,0.001290445,-18.48741892,-1.41007252,-21.9054603,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2908,-0.720910546,7.146063212,0.231188413,-0.378003845,0.045999262,-24.30532698,-0.711418829,-175.0573241,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2910,-1.305422748,7.881687931,0.01691779,-0.353554612,0.01897383,-24.42012288,-1.483141248,-177.1100333,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2912,0.366107692,9.597858601,-0.160863475,-0.498861896,0.022788952,-12.90542395,-1.078898879,-95.29283352,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2915,-0.14886971,5.900025711,-0.318163296,-0.01021918,-0.033786446,2.729437355,0.839740805,184.5980501,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2916,-0.553197885,3.639832124,-0.152703034,-0.171966418,0.033860214,-3.410505777,2.253322196,27.493266,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2917,0.538974752,1.10335346,0.213934513,-0.037027965,-0.013713639,-10.47366377,-2.974591435,-6.840492987,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2918,-1.223690623,4.406172486,0.257380767,-0.29394954,-0.018621468,-8.995320614,-2.781671675,61.00424542,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS2919,-1.265641625,0.909069988,0.451781866,-0.283891557,0.01505359,-7.157627151,-2.637469759,129.9739944,29,35.13286,31.64523,212660,616975,15.3,575,5.38,920,16.04748726,11.39498711,42.03223038,596.253418,28.21998787,1.10999358,27.10999489,8.50332069,22.71499062,22.71499062,8.50332069,457.6008911,113.6002579,110.3460159,289.0006409,289.0006409,22,31,23,79,65,32,38,7.97,363,10.682,5.426,4.262769269,1.141250199
HS3001,-1.055843721,1.661486058,-0.197348437,0.039798723,0.034238136,12.91190954,2.627063927,129.4604922,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3002,1.405019073,0.315426046,-0.231721249,-0.15834888,-0.047529235,-25.15265251,-3.357275189,-204.3202578,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3004,0.049305298,4.485588693,0.13146774,-0.159208761,0.009752933,-12.1753708,-2.292685475,-149.2430512,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3006,-0.45049026,3.09104645,0.057189691,-0.051723592,0.016407342,7.308667357,0.910152781,216.0585982,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3009,-0.129852899,5.517905687,-0.525049725,0.002448933,0.0133614,-0.312470333,-0.454182795,48.71984049,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3012,-0.668201494,-1.476299308,0.265828429,-0.023347507,-0.007903564,-6.976428136,-1.735579002,-9.826239842,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3014,0.453626162,0.175110205,0.298183673,-0.123953626,0.000561705,-8.545776457,-1.868267589,-113.5294277,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3015,-0.305831632,1.621442719,0.031199548,-0.261671692,0.021060864,4.437749971,2.202479928,9.692915184,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3017,1.085413904,-0.472501369,0.343824579,-0.178126151,0.011330772,18.59692389,-0.157236802,190.2949075,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
HS3018,-0.480145278,7.557590232,-0.43696638,-0.315845739,-0.003330631,-8.76428176,-0.380686786,-9.865886944,30,35.27897,31.95644,226496,651483,16.22,480,7.16,873,16.17415047,11.08498859,41.50109863,594.8034668,28.02997971,1.31998706,26.70999336,8.58998489,22.60665131,22.79664803,8.58998489,496.1012268,120.5003204,110.0474625,315.8007813,315.8007813,23,31,30,78,67,31,39,8.04,442,8.389,7.804,20.93780489,4.288299627
