Bin	Sum_R2	SumSq_R2	N_Pairs
1844000	84493.9	35421.7	1294708
1845000	84992.5	35782.2	1303773
1846000	84431.1	35596.7	1295019
1847000	85126	36032.3	1290985
1849000	85471.6	36175.3	1296955
1850000	85118.4	35911.6	1291741
1851000	85856.7	36568.9	1302688
1852000	85673.6	36256.8	1305815
1853000	86020.3	36396.8	1315131
1854000	84716.2	35779.3	1303877
1855000	85271.6	35960.8	1309532
1856000	85420.1	36252.8	1302117
1857000	85578	36140.3	1311607
1858000	85782.3	36125	1316251
1859000	85211	35779.5	1313939
1860000	85564.8	36021.2	1308910
1861000	85650	36143.4	1306717
1862000	85122.8	35949	1302740
1863000	85468.3	36335.1	1298227
1865000	85177.5	36173.8	1303715
1866000	85546.3	36229.3	1306723
1867000	85105.3	36247	1295628
1868000	85074.4	36038.3	1299997
1869000	85267.3	36079.5	1299687
1870000	85997.5	36454.4	1308382
1871000	85350.6	36078.8	1304698
1872000	85671.2	36150.3	1316808
1873000	86109	36332.4	1322733
1874000	86543	36479.9	1326824
1876000	85691.5	36003.5	1320652
1877000	87016.3	36644	1330591
1878000	86604	36375	1322072
1879000	86187.4	36225.5	1323490
1880000	86659	36243.4	1338171
1882000	85878.2	36447.3	1306432
1883000	86221.7	36493	1311929
1884000	86444.9	36655.9	1317539
1885000	86133.2	36677.8	1308464
1886000	85742.9	36287.7	1316942
1887000	86415.4	36673.4	1325582
1888000	86567.5	36641.7	1325370
1889000	86481.1	36680.3	1328207
1890000	86404.4	36460.7	1329207
1891000	86797.4	36732.1	1334187
1892000	86397.9	36634	1329125
1893000	85190.7	35955.3	1313285
1894000	85456.4	35972.5	1323696
1895000	86365.9	36504.2	1321865
1896000	85805.3	36168.5	1321127
1898000	85828.9	36151.9	1322991
1899000	85871.1	36180	1319394
1900000	86203.8	36506	1324653
1901000	85283.7	35854.7	1316124
1902000	86825.9	36710.5	1333838
1903000	85894.7	36465.5	1315852
1904000	86122.2	36620.4	1315384
1905000	85719.1	36401.1	1317604
1907000	85821.7	36147	1328363
1908000	86230.6	36312.5	1337576
1909000	86612.9	36619.5	1335882
1910000	86158.3	36221.4	1333254
1911000	86083.6	36174.3	1333985
1912000	86288.2	36377.9	1333789
1913000	86101.9	36337.4	1324335
1914000	85830.2	36168.5	1321133
1915000	85690.2	36310	1309975
1917000	85368.7	36071.5	1316157
1918000	85785.3	36346	1315835
1919000	85080.3	35798.2	1314968
1920000	85000.5	35927.8	1303570
1921000	84426.6	35809.5	1289295
1923000	84876.3	35981.7	1301656
1924000	84383	35771.8	1294435
1925000	84061.9	35663	1286997
1926000	84225.8	35546.6	1296737
1927000	84463.7	35710.3	1296432
1928000	84546.2	35599.6	1307522
1929000	85337	36051.1	1319809
1930000	84833.3	35811.6	1318241
1931000	84602	35595.4	1317321
1932000	84031.1	35252	1317792
1933000	84525.6	35463.6	1323094
1934000	85166.5	35760.2	1330627
1935000	85410.8	35929.9	1329847
1936000	84584.3	35559.9	1320811
1937000	85212.1	35846.3	1323275
1938000	85601.3	36077.2	1326327
1939000	85502.1	36035.7	1325626
1940000	85642.2	36038.8	1328422
1941000	85406.3	36066.7	1318877
1942000	86112.8	36492.9	1328179
1943000	85950.8	36379.7	1327375
1944000	84927.8	35784.5	1317723
1945000	85363.9	35996.4	1319874
1946000	85706	36066.1	1333923
1947000	85697.2	36017.9	1332525
1949000	85244.4	35759	1334949
1950000	84961.9	35603.4	1323611
1951000	84877.8	35513.3	1330159
1952000	85332	35797.6	1331056
1953000	85501.6	36128.6	1321428
1954000	85143.7	35925.3	1319172
1955000	84805	35492.9	1322748
1956000	86007.9	36133.7	1330909
1957000	85305.1	35910.2	1323418
1958000	85987	36055.2	1339376
1960000	84880.7	35553.1	1324775
1961000	85059.9	35806	1321843
1962000	84913.4	35740.2	1311328
1963000	85354.8	36088.7	1312690
1964000	84626.4	35783.9	1306115
1965000	85277.6	36099.4	1313415
1966000	85243	36019.1	1311576
1967000	85090.3	35788.1	1310643
1968000	85558.7	36060.3	1322522
1970000	85300.7	35953.1	1317135
1971000	85305.1	35908.2	1320001
1972000	85580.7	35879.3	1331391
1974000	84928.9	35680.3	1323572
1975000	84975.7	35819.6	1315199
1976000	85618.3	36279.9	1319720
1977000	84970.6	36090.1	1303400
1978000	84945.1	36122.2	1300264
1979000	84607.9	35819.9	1300983
1980000	84003.6	35404.8	1290681
1982000	84350.5	35858.5	1286733
1983000	84061.2	35865	1284976
1984000	84597.7	36072.3	1296580
1985000	84279.3	35768.6	1293042
1986000	84051.9	35473.5	1303167
1987000	84367.1	35724.9	1301671
1988000	84580	35751.6	1303228
1990000	84023	35571.9	1293608
1991000	85142	36317.2	1303670
1992000	85151.3	36067.6	1309253
1993000	84598.4	35685	1310169
1994000	84410.7	35881.1	1294721
1995000	84437	36014.2	1288222
1996000	84565.5	36003.1	1287044
1998000	83815.9	35569	1287262
1999000	83566.4	35709.6	1273685
2000000	84203.2	35757.6	1289815
2001000	84298.2	35763.7	1298460
2002000	83728.3	35445.2	1286112
2003000	83191.2	35320	1270257
2005000	83704	35669.1	1281428
2006000	83624.1	35596.4	1281152
2007000	83825.1	35984.4	1270410
2008000	84218.6	35901.8	1278986
2009000	84818.5	36125.7	1286984
2010000	84304.3	35858	1285813
2011000	84096.4	35521.6	1282674
2012000	84314.7	35701.5	1289688
2013000	84609.5	35694.5	1296134
2014000	85117.4	35890.9	1314062
2015000	84687.1	35791.2	1303047
2016000	84900.6	36118.5	1298709
2017000	84357.4	35643.5	1299697
2018000	84987.6	36006.6	1307153
2019000	85330.6	36050.8	1315003
2020000	84787.6	35940.4	1303868
2021000	85341.1	35974.8	1312888
2022000	85543.3	36043.9	1317084
2023000	85377.4	35941.5	1314550
2024000	85552.5	36198.7	1308283
2025000	85787.3	36284.3	1316495
2026000	85128	35878.7	1310471
2027000	85539.1	36091	1311633
2028000	85170.9	35802.8	1313917
2029000	85197.3	35966.3	1308794
2030000	84878.7	36093.9	1295057
2031000	84282.4	35739.9	1288026
2033000	83794.8	35447.3	1282238
2034000	84425.2	35889.2	1276870
2035000	83794.7	35785.8	1264956
2036000	83559.8	35702.3	1265013
2037000	83887.8	35747	1270936
2038000	82715.3	35331.1	1252552
2039000	83695.6	35926.3	1261634
2040000	82618.9	35143.5	1257631
2041000	83024.1	35336.5	1266636
2042000	83836.5	35598.5	1287156
2043000	83606.8	35495.9	1283410
2044000	83884.1	35622.9	1288388
2045000	83898.4	35591.6	1286252
2046000	82643	34921.2	1274622
2047000	83138.6	35304.9	1281984
2048000	83751.4	35373.8	1293148
2049000	83515.4	35605.6	1278088
2050000	82388.2	34910.2	1273732
2051000	82434.6	34976.1	1274988
2052000	82252.2	34802.6	1270332
2053000	82585.6	35245.5	1264709
2054000	83075	35297.9	1274161
2055000	83125.8	35312	1273507
2056000	84383.4	35928.5	1289154
2057000	83218.7	35266.3	1270546
2058000	83760.8	35886.2	1272188
2059000	83615.6	35601.7	1278687
2060000	84030.2	35769.4	1278547
2061000	83469.4	35266.9	1276763
2062000	83833.7	35484.7	1283114
2063000	83350	35219.3	1289853
2064000	84007.7	35510.1	1298700
2065000	84779.8	35686.5	1318150
2066000	84904	35725.5	1320728
2067000	84492.6	35488.1	1322424
2068000	85441.7	36079.7	1328373
2069000	85104.9	35981	1324106
2070000	84572.2	35598.2	1319717
2072000	84565.9	35583.8	1318831
2073000	84995	36010.1	1311187
2074000	84429.7	35596.2	1309671
2075000	84693.5	35917	1302377
2076000	84253.5	35561.4	1307233
2077000	83937.9	35498.9	1299315
2078000	83853.7	35439.5	1292627
2079000	84086.3	35320.7	1305269
2080000	83871.2	35461.6	1295436
2081000	83621.1	35085.2	1298108
2082000	84594.8	35577.9	1313451
2083000	84501.8	35657.8	1311020
2084000	84501.3	35432.1	1316223
2085000	83785.9	35339	1301259
2086000	84025.1	35494.3	1300231
2087000	84111.5	35673.2	1293492
2088000	83932.5	35359.6	1298338
2089000	83839.6	35161.7	1310680
2090000	84461	35550	1321191
2091000	84048.3	35211.7	1317647
2092000	84034.1	35310.8	1319287
2093000	84494.5	35622.4	1313158
2094000	83664.1	35005.4	1303615
2095000	83826.7	35261.2	1307819
2096000	84509.7	35689.2	1308761
2097000	83759.8	35307.4	1308128
2098000	84092.3	35495.2	1306316
2099000	83914.8	35412.4	1294003
2100000	83750.6	35306.7	1293378
2101000	83246	35204.6	1285101
2102000	84476.7	35790	1298255
2103000	83747.8	35249.7	1304938
2104000	84024.4	35542.9	1302318
2105000	84290.1	35600.5	1308110
2106000	84131.8	35518.1	1305739
2107000	83362.2	35198.4	1297104
2108000	83302.1	34987.4	1298884
2109000	83517.7	34884.8	1306016
2110000	83979.3	35382	1299010
2111000	84302.3	35579.1	1301471
2112000	84395	35813.1	1294783
2113000	83340	35253.5	1286218
2114000	83771	35365.2	1295452
2115000	83218.7	35213.5	1279264
2116000	83451.7	35252.9	1285012
2117000	83934.5	35477.2	1298655
2118000	83304.7	35166.4	1283595
2119000	83524.9	35383.8	1287825
2120000	83456	35322.2	1277555
2121000	82702.4	34871.9	1277807
2122000	82829.9	35124	1277307
2123000	82150.3	34691.8	1269731
2124000	83372	35274.1	1289155
2125000	82690.9	34668.5	1284409
2126000	83380.2	35140.6	1292629
2127000	83286.7	34877.9	1299218
2128000	83336.6	34780.4	1300331
2129000	83998.9	35340.8	1296495
2130000	83992.1	35353.7	1303208
2132000	83521.5	35008.5	1304031
2133000	83269.9	35150.6	1293172
2134000	83596.4	35043.8	1306983
2135000	83207.9	35034.3	1301419
2136000	83161.7	35207.4	1289276
2137000	83265.2	35118.5	1293010
2138000	83213.5	34972.6	1289100
2140000	82697	34991.6	1277341
2141000	81993.1	34790	1264095
2142000	82486.6	34911.9	1271521
2143000	82452.4	34951.3	1269785
2145000	82269.5	34791.9	1280522
2146000	82645.8	35035.2	1281672
2147000	83022.7	35098.5	1284615
2148000	83111.1	35063.2	1290187
2149000	82208.8	34509.7	1286512
2151000	82560.9	34922.8	1279790
2152000	81584.7	34250.8	1276031
2153000	82455.9	34988.7	1273928
2154000	82016.6	34777.7	1271410
2155000	82109.5	34730.8	1277163
2156000	82719.9	35113.3	1278234
2157000	82229.9	34822.6	1275428
2159000	82755.2	34928.4	1287935
2160000	82916.3	35021.8	1293498
2161000	83127.4	34903.3	1295458
2162000	83713	35325.5	1306700
2163000	83086.9	35014.4	1294776
2164000	82971.2	35050.8	1291832
2165000	82436.3	34600.8	1285268
2166000	82982.9	34819.1	1296095
2167000	83070.3	34882.6	1299688
2168000	83329.9	35123	1287462
2169000	82949.1	35004.6	1279728
2170000	82231.7	34567.9	1280580
2171000	82856.1	34848.6	1281916
2172000	83214.3	34934.2	1297537
2173000	83546.5	35048.5	1303324
2174000	83604.7	35150.6	1308043
2175000	83116.5	34882.7	1305303
2176000	83800	35184.8	1307236
2177000	83747.7	35131	1308511
2178000	83871.2	35000.8	1315057
2179000	84180.8	35227.1	1315513
2180000	83704.8	34961.9	1315366
2181000	83867.3	35347.7	1299077
2182000	83446.9	35050.2	1302273
2183000	83205.2	34991.8	1301567
2184000	83569.4	35116	1302484
2185000	83260.1	35066.9	1295420
2186000	83501.4	35226.4	1297915
2187000	83158	34880.5	1300953
2188000	83208.1	34936.6	1310233
2189000	83308.8	34833.4	1309774
2190000	83178.9	34870	1309894
2191000	83603.5	35012.6	1311539
2192000	83109.5	34801.1	1309241
2193000	83779.7	35198	1316010
2194000	82993.8	34753.1	1306958
2195000	82804.2	34619.9	1299481
2196000	82738.9	34741.8	1299734
2197000	82790.4	34724.7	1301660
2198000	82682	34930.2	1294991
2199000	82303.2	34277.2	1301253
2200000	82875.2	34828.6	1297649
2201000	82673.9	34617.3	1301983
2202000	82686.2	34566	1301822
2203000	82757.9	34845.3	1298043
2204000	82972.4	34750.6	1304188
2205000	83010.2	34736.3	1309803
2206000	83676.2	34963.4	1319831
2208000	82727.4	34570.9	1302364
2209000	83379	34848	1311976
2210000	83107.7	34706.3	1316830
2212000	82632.5	34422.3	1314668
2213000	83217.4	34708	1326470
2214000	83045.4	34669.9	1318047
2215000	83357.2	34941.2	1315510
2216000	82948.9	34718.2	1318927
2217000	82971.6	34627.1	1326434
2218000	82620.1	34548.6	1321040
2219000	81927.9	34141.5	1310432
2220000	81958.3	34333	1302219
2221000	82535.8	34663.3	1310004
2223000	82356.5	34455.6	1306981
2224000	82629.1	34556.4	1308303
2225000	83037.6	34703.8	1313519
2226000	82512.1	34779.7	1302855
2227000	82770.6	35027.7	1301465
2228000	82317.8	34565.6	1303895
2229000	82490.2	34743.8	1298231
2231000	82401.6	34605.2	1294878
2232000	82211	34789.2	1290869
2233000	81931.1	34292.9	1295870
2234000	81565.6	34322.2	1280873
2235000	81978.7	34718.7	1289817
2236000	81853.2	34468.4	1294143
2237000	81896.3	34557.7	1292666
2238000	81994	34821.1	1285011
2239000	81555.8	34280.2	1290374
2240000	82094.6	34445.7	1292109
2241000	81479	34182.9	1288265
2242000	81548.5	34224.7	1292300
2244000	82616.4	34287.9	1323014
2245000	82646.2	34389.3	1317805
2246000	83221.2	34672.7	1326245
2247000	82377.2	33858.3	1335495
2248000	83061.2	34337.3	1335807
2249000	83123	34348.9	1334621
2250000	83053.8	34519.8	1321452
2251000	82920.6	34515	1319202
2252000	82539.3	34249.4	1318456
2253000	82355	34244.8	1311006
2254000	82504.8	34061.2	1331989
2255000	83143.5	34276.2	1341728
2256000	83735.3	34710.3	1336523
2258000	83176.3	34557.3	1331063
2259000	82684	34489.5	1316021
2260000	82543	34339.9	1313922
2261000	82478.9	34246.1	1317711
2262000	82171	34281.7	1299128
2264000	81807.2	34308.2	1279158
2265000	82100	34548.8	1284556
2266000	80892.9	33866.5	1274745
2267000	81969.1	34359.4	1288780
2268000	82383.1	34294.5	1306789
2269000	82678.2	34477.5	1304816
2270000	82111.9	34127.1	1304639
2271000	81702.6	34087.1	1299764
2272000	82150.7	34489.3	1295253
2273000	81689.1	34309.6	1289856
2274000	81771	34096.7	1301068
2275000	81876.6	34249.3	1298048
2276000	81913.3	34359.6	1288871
2278000	82435	34531.3	1298857
2279000	82789.1	34868.6	1303766
2280000	81829.4	34068.1	1294851
2281000	81498.7	34390.4	1279029
2282000	80824.6	34123.2	1267329
2283000	80836.9	34120.6	1269463
2284000	81781.9	34538.1	1277742
2286000	80267.6	33971.4	1251393
2287000	79892.9	33649.7	1255344
2288000	80258.1	33753.2	1259541
2289000	80278	33942.1	1252348
2290000	80419.7	33888.7	1258706
2291000	81654.7	34463.3	1272801
2292000	81673.8	34309.5	1280065
2293000	81429	34357.8	1270916
2294000	80937.9	33775.5	1273444
2295000	80577.4	33984.5	1259824
2296000	81167.3	34003.1	1266415
2298000	81012.4	34229.3	1263099
2299000	80562.5	33798	1264499
2300000	81498.8	34489.5	1268410
2301000	80976.8	33977.6	1272072
2302000	80870.9	34001.3	1270702
2303000	81152.1	34245.8	1276258
2304000	80681	33839.4	1275453
2305000	80705	33972.6	1266828
2306000	80770.6	34025.3	1266990
2307000	80504.2	33841.2	1262893
2308000	80532.1	33993.5	1263133
2309000	80879	34143.2	1267819
2310000	81275.5	34369.5	1269479
2311000	80724.7	33922	1266245
2312000	81174.4	34185	1269843
2313000	80754.1	34021.3	1268133
2314000	81008.9	34034.6	1274965
2315000	81407	34297.4	1274180
2316000	81798.6	34459.6	1284779
2317000	80627.6	33718.9	1278588
2318000	80693.1	33720.3	1278488
2319000	81338.4	33964	1286909
2320000	81332.6	34027.6	1284268
2321000	80924.1	34023.4	1274137
2322000	80720.7	33930.1	1268959
2323000	80670.8	34075.2	1262428
2324000	80820.1	34050.3	1265657
2325000	81018.1	34267.7	1264743
2326000	81114.9	34180.2	1273949
2327000	80799.3	34076.7	1266917
2328000	81534.3	34454.4	1279045
2329000	80671.6	33887.1	1274518
2330000	80968.2	33955.5	1283565
2331000	81307.5	34164.3	1285153
2332000	80852.3	33919.9	1273836
2333000	80933.4	33916.7	1276015
2334000	80990.6	33912.7	1283585
2335000	80544.6	33796	1275965
2336000	81829.9	34398.1	1288508
2337000	81606.4	34247.6	1286622
2338000	81354.7	34076.8	1278989
2339000	81115.1	33915.2	1277010
2340000	81388.3	34072.6	1280074
2341000	81629.6	34188	1285929
2342000	82234	34295.5	1304682
2344000	80476.7	33559.8	1275310
2345000	80343.8	33879.7	1262800
2346000	80738.9	34045.1	1264243
2347000	80148	33784.3	1257210
2348000	80589.2	34051.1	1257464
2349000	80630.8	33945.5	1266154
2350000	80394.5	33871.7	1264290
2351000	80097.9	33421	1273256
2352000	81507.2	34421	1283321
2353000	80860	33888.5	1282240
2354000	81100.5	34053.4	1275462
2355000	80519.7	33958	1270355
2356000	80960.5	34048.1	1280721
2357000	80550.4	34015.4	1270062
2358000	80864.7	33994.9	1274586
2359000	80093.6	33622	1266795
2360000	80129.9	33511.5	1267499
2361000	80598.5	33788.1	1272248
2362000	80764.7	34056.9	1270899
2363000	80154.8	33630.9	1270721
2364000	80489.4	33940.5	1265824
2365000	79891.8	33504.1	1261589
2366000	80752.9	33899.5	1273149
2367000	80696	33859.1	1275126
2368000	80086.2	33495.8	1262861
2369000	80373.8	33683.1	1260290
2370000	81131.6	34181	1261448
2371000	80052.4	33633.6	1256662
2372000	80578.6	33953.7	1263184
2373000	80927	34073.7	1270962
2374000	80553	33639.7	1283179
2375000	80564.8	33943.6	1270639
2376000	80402.9	33607.4	1278731
2377000	81024.3	34062.9	1275332
2378000	80383.9	33700.8	1269221
2379000	81239.9	34378.8	1271222
2380000	81117	34134.3	1275241
2381000	81235.8	34013.9	1283922
2382000	80837.1	33812.2	1280177
2383000	81452.2	34076.5	1286357
2384000	81334	34183.2	1277306
2385000	80616.4	33872	1269226
2386000	80638.3	33873.2	1269531
2387000	80313.7	33573.2	1273173
2388000	80338.5	33593.8	1268620
2389000	80876.7	33899.2	1279063
2390000	80542.9	33457.9	1291679
2391000	80385.4	33424.2	1283131
2392000	79934.6	33471.4	1271432
2393000	80078.6	33706.1	1265599
2394000	79902	33586.5	1259498
2395000	79476.2	33689.9	1251462
2397000	80097.8	33777.5	1265895
2398000	79981.2	33726.1	1267630
2399000	79609.6	33490.9	1268438
2400000	80374.2	33841.9	1272997
2401000	79593.7	33581.8	1268175
2402000	79662.3	33417.9	1276152
2403000	79122.4	33175.7	1268414
2404000	79831.3	33511.4	1268520
2405000	80279.3	33745.8	1272649
2406000	79099.9	33105.7	1261170
2407000	79193.1	33121.5	1265550
2408000	79336.2	33493.4	1252331
2409000	79360.7	33687.3	1247012
2410000	78828.5	33273.5	1243629
2411000	79186.1	33340.1	1247744
2412000	78691.9	33360.5	1236686
2413000	79077.4	33254.3	1259937
2415000	79488.4	33474.7	1258416
2416000	79088.7	33304.8	1247527
2417000	80027.9	33589.2	1267484
2418000	80032.3	33500.1	1272514
2419000	79753.8	33253.6	1267021
2421000	79417.1	33347.7	1256098
2422000	79367.1	33301.1	1248208
2423000	78984.3	33126.7	1240128
2424000	80059.8	33596.1	1260184
2425000	79283	33400.5	1253546
2426000	79463.7	33365.8	1262606
2427000	79991.5	33671.2	1265242
2429000	79635	33343.1	1262945
2430000	79974.3	33359.1	1273748
2431000	80523.4	33544.1	1284202
2432000	81028.3	33771.3	1294733
2433000	80446.3	33664.3	1282483
2435000	79652.5	33115.7	1274726
2436000	80391.9	33515.8	1285916
2437000	80219.4	33338.9	1283097
2438000	80117.6	33029.1	1292685
2439000	79921.1	33026.6	1295460
2440000	80685.2	33433.4	1295374
2442000	80986.4	33533.4	1299060
2443000	80757.3	33297	1298647
2444000	80890.6	33354.5	1303357
2445000	80870.6	33300.7	1310847
2446000	80993.8	33490.8	1306009
2447000	80521.1	33284.6	1290791
2448000	80197.4	33247.3	1287704
2450000	79804.7	33218.5	1269408
2451000	79663.8	33058.4	1275902
2452000	79321.6	33063	1269444
2453000	79606.5	33399.6	1262245
2454000	79907.6	33337.8	1275288
2455000	80153.4	33637.9	1267139
2456000	79672.1	33483.6	1260415
2458000	79679.7	33377	1262796
2459000	80237.8	33717	1264382
2460000	79396.3	33401.4	1251570
2461000	79415.6	33392	1251332
2462000	79061.9	33281.1	1241334
2463000	79003.4	33343.5	1239968
2464000	79547.8	33479.3	1253761
2465000	79985	33769.7	1255484
2466000	78923.2	33209.3	1256573
2467000	78762.5	33206.8	1253397
2468000	78976.3	32866.9	1268311
2469000	79088.1	33035.7	1267010
2470000	79664.2	33212.6	1278197
2471000	79360.6	32985.6	1278771
2472000	79799	33463.4	1272119
2473000	79139.3	32829.9	1278637
2474000	79173.3	32907.5	1279115
2475000	79863.8	33250.5	1282845
2476000	79815.3	33237	1283073
2477000	79944.3	33149.8	1293266
2478000	79982	33218.7	1293245
2479000	80842.7	33606.1	1305167
2480000	80652.4	33302.4	1308539
2481000	80180.1	33242.8	1306475
2482000	80807.4	33450.8	1314025
2483000	80957.7	33626.1	1311651
2484000	80688.9	33504.7	1297929
2485000	80638.2	33699.8	1289616
2486000	81162.4	33887.7	1299450
2487000	80892.5	33740.7	1296439
2489000	80044	33385.2	1274708
2490000	80830.9	33590.6	1294312
2491000	80608.6	33503.6	1287951
2492000	80792.8	33347.1	1306238
2493000	80519.8	33256	1302596
2494000	79968.3	33205.4	1277285
2495000	80114.4	33410.5	1271212
2496000	79671.4	33175.9	1265984
2497000	79947	33447.3	1265873
2498000	79947.9	33180.9	1274003
2500000	75.4069	32.0179	1246
