Bin	Sum_R2	SumSq_R2	N_Pairs
1006000	100639	43559.4	1364027
1008000	100449	43375	1367256
1009000	100369	43407	1363350
1010000	100503	43381.8	1371485
1011000	100120	43402.8	1360325
1012000	99379.1	43260.8	1342178
1013000	99538.7	43381.5	1350032
1014000	100509	43674.9	1363639
1015000	100245	43660.2	1359250
1016000	99555	43131.8	1361916
1017000	99141.6	42921	1359070
1018000	99703.6	43299.6	1354462
1019000	99054.8	42895.2	1351880
1020000	99097.8	43079.2	1353061
1021000	98767.8	42995.9	1351558
1022000	97841.6	42623.1	1330340
1023000	98941.3	42939	1346841
1024000	98503.6	43016.2	1345463
1025000	98670.1	42982.6	1352771
1026000	99071.3	43002.5	1353484
1027000	99073.9	43163.6	1342312
1028000	98281.9	42771.7	1339311
1029000	98547.8	42893.6	1348734
1030000	99372.2	43291.8	1353715
1031000	98450.3	42805	1344659
1032000	98661	43102.5	1340882
1033000	98520.7	43166.8	1334908
1034000	99226	43121.1	1343236
1035000	99431.6	43348.6	1348485
1036000	98921.7	43029.5	1343211
1037000	99449.4	43177	1345639
1038000	99965.8	43489.4	1354134
1039000	99497	43028.6	1358379
1040000	99895.7	43566.1	1358332
1041000	99532.4	43120.9	1362138
1042000	99582.5	43279.2	1354996
1043000	99647.1	43161.3	1363820
1044000	99814.6	43459.7	1362181
1045000	99977.6	43742.1	1355232
1046000	100080	43715.3	1358567
1047000	99976.2	43597.5	1352948
1048000	99236.2	43216.2	1352340
1050000	100612	43787.3	1366257
1051000	100008	43432.6	1356330
1052000	100229	43576.6	1366547
1053000	99374.3	42911.3	1372623
1054000	99809.3	43267.4	1371203
1055000	99868.2	43099.6	1376627
1056000	100401	43482.6	1381447
1057000	100339	43347.9	1372106
1058000	100025	43219.4	1366988
1059000	100040	43543.6	1366092
1060000	99051.8	42847.8	1370020
1061000	99221.1	43009.3	1355726
1062000	99130.5	42795.7	1361323
1064000	98977.3	43166.1	1347555
1065000	99004.9	43039.8	1350522
1066000	98720.3	42801.4	1356619
1067000	99709.4	43422.7	1358083
1068000	98414.2	42648.3	1351902
1069000	98982.9	43138.2	1343165
1070000	98744.2	42999.4	1344569
1071000	99140.1	43146.2	1343480
1072000	98502.1	42932.9	1331254
1073000	98474.9	42925.6	1332860
1074000	99460.2	43462.5	1337684
1076000	98405	42830.1	1334037
1077000	98377.7	42905.3	1329702
1078000	98788.8	43171.9	1331658
1079000	99118.9	43208.6	1339838
1080000	98335.8	42755.5	1339767
1081000	98694.5	43054.9	1343303
1082000	99114	43353.6	1340784
1083000	98577.3	43169.7	1330992
1084000	98586.2	43012.6	1338911
1085000	98474.1	42771.6	1338181
1086000	98879.9	43090.2	1349815
1087000	98503.5	42791.9	1347577
1088000	98268.9	42613.7	1341976
1089000	98427.7	42849.4	1347474
1090000	98511.5	42599.6	1358702
1091000	98852.4	42817.3	1352554
1092000	98508.9	42673.5	1356811
1093000	98570.8	42881.5	1346656
1094000	98513.3	42687.4	1352304
1095000	98468.6	42695.7	1348897
1096000	98779	42756.5	1354105
1097000	98247	42490.8	1352567
1098000	98290.2	42574.5	1339800
1099000	96940.3	42268.8	1323209
1100000	97759	42525.8	1338398
1101000	98587.4	43051.9	1337676
1102000	98214.7	42771.3	1334119
1104000	99241.4	42713.1	1364148
1105000	99172	43101	1344742
1106000	98126.7	42657.8	1332140
1107000	98033.5	42457.4	1334392
1108000	98000.6	42570.4	1336340
1109000	98074.7	42673.9	1332846
1110000	97316.5	42518.1	1312844
1111000	97691	42980.6	1314768
1112000	97302.4	42617.5	1318486
1113000	97309.4	42266.5	1328185
1114000	97715.4	42605.6	1330350
1115000	96741.3	41961.3	1323631
1116000	97610.2	42441.9	1325969
1117000	97579.5	42365.9	1333377
1118000	97793.1	42510.6	1334574
1119000	97869.8	42729.1	1329511
1120000	98111.2	42693.8	1333868
1121000	98357.5	42951.9	1337879
1122000	99388.6	43119.1	1357011
1123000	98814.8	42840.7	1351070
1124000	99630.1	43152.1	1358418
1125000	98685.3	42754.2	1342661
1126000	97707.6	42382.6	1332414
1127000	98352.3	42542.7	1341712
1128000	97595.5	42212.6	1336861
1129000	97997.3	42521.7	1338048
1130000	98548.1	42965.4	1346619
1131000	98007.6	42655	1338833
1132000	98081.2	42727.3	1340704
1133000	97405.9	42268.2	1334511
1134000	98112.4	42668	1337584
1135000	97844.3	42846.2	1322408
1136000	96999.9	42601.1	1311652
1137000	96431.5	42017.5	1316222
1138000	97057.9	42255.6	1331445
1139000	97502	42712.6	1329207
1141000	97510.5	42746.5	1331993
1142000	97965.2	42747	1335981
1143000	96846.4	42038.4	1325982
1144000	96804.1	42135.7	1327214
1145000	96797.9	42187.9	1334757
1146000	97819.5	42424	1357658
1147000	97326.6	42141.7	1353710
1148000	98388.7	42896.4	1352274
1149000	97951.9	42598.2	1354636
1150000	97742.1	42181.1	1357993
1151000	97873.9	42307.3	1349195
1152000	97941.9	42411.3	1351722
1153000	97140.4	42309.5	1329538
1154000	97680.5	42608	1339583
1155000	96294.4	42238.2	1314459
1156000	96814.9	42264.4	1318800
1157000	96252	41764.2	1328086
1158000	96184	41736.1	1328776
1159000	96439.4	41995.3	1328472
1160000	96641.5	42208.3	1326373
1161000	97440.3	42261.2	1348304
1162000	97644.1	42425.4	1353933
1163000	97532	42373.1	1355946
1164000	96069.2	41493.6	1344225
1165000	96900.9	41939.7	1352600
1166000	97404.5	42089.3	1362670
1167000	97157.3	42209.7	1348958
1168000	96513.1	41859.3	1341737
1169000	97147.5	42052	1350132
1170000	96420.7	41672.2	1346020
1171000	96393	41799	1348978
1172000	96020.7	41662.7	1339546
1173000	95512.3	41508.9	1330818
1174000	95201.6	41280.8	1325839
1175000	96061.1	41832.3	1332943
1177000	96029.7	41757.8	1334195
1178000	95302	41067	1331625
1179000	95778.1	41347.6	1337139
1180000	96216.3	42043.5	1328576
1181000	95761.5	41533.8	1327378
1182000	96081.9	41669.5	1334638
1183000	95993.7	41884.8	1332137
1184000	95600.9	41718.2	1332892
1185000	95907.6	41910.4	1332216
1186000	96381.3	41885.9	1339602
1187000	96299.7	41888.3	1333907
1188000	96011.4	41898.2	1331711
1189000	96948.9	41807.6	1355439
1190000	96782.1	41920.4	1346978
1191000	96141.3	41802.3	1337839
1192000	96059.1	41808	1329030
1193000	95494.6	41528.8	1327722
1194000	96255.1	42143.4	1328706
1195000	95960.9	42323.3	1315606
1196000	95519.7	41904	1315791
1197000	95207.6	41792.7	1303026
1198000	94268.5	41528.5	1284134
1199000	94472.3	41218.6	1291190
1200000	94098	40991	1293506
1201000	95067.1	41528.8	1304435
1202000	96162.2	41818.2	1320817
1203000	95646.6	41490.3	1325834
1204000	95825.5	41768.2	1317291
1205000	95332.1	41446.1	1319074
1206000	95376	41442.5	1319108
1207000	95472.5	41210.6	1324734
1209000	95529.9	41304.9	1337938
1210000	95786.9	41442.2	1341219
1212000	96798.8	41947.2	1351370
1213000	97202	42047.7	1362906
1214000	97089.1	41727.6	1362035
1215000	95505.5	40891.9	1353526
1216000	97113.8	41730.6	1370350
1217000	96646.5	41416.8	1359583
1218000	96323.1	41142.2	1360976
1219000	96702.9	41239.2	1374757
1221000	96301.1	41434	1354742
1222000	96210	41307	1356842
1223000	96404.6	41257	1365558
1224000	96248	41255	1359849
1225000	96980.8	41624.2	1363539
1226000	97065.5	41832.5	1364937
1227000	96546.6	41424.9	1357330
1228000	97012.8	41795.9	1351233
1229000	96689	41715.7	1345825
1230000	95965	41456.9	1342221
1231000	95894.4	41237	1345567
1232000	95817.7	41356.7	1342187
1233000	95732.4	41087	1350067
1234000	96362.2	41537.1	1356192
1235000	96748.5	41597.5	1353621
1236000	96921.9	41746.5	1358718
1237000	96684.1	41676.3	1357424
1238000	96608.3	41543.1	1360449
1239000	96936.5	41485.4	1370931
1240000	95890.1	41098.9	1351874
1241000	96387.5	41510.5	1351976
1242000	95913.5	41093.5	1354069
1243000	96450.2	41277.6	1363208
1244000	96207.8	41271.9	1365708
1245000	97235.3	41628.1	1375323
1246000	96086.4	40924.7	1366290
1248000	97260.6	41414.9	1385570
1249000	96151.6	40872.9	1379874
1250000	95968.8	41181.7	1358137
1251000	95557.9	41037.6	1355529
1252000	95837.7	41073.3	1362763
1253000	95271.3	40871.3	1348241
1254000	95237.6	41073.7	1347509
1256000	94429.8	40724.5	1339988
1257000	94671.4	40736.4	1339524
1258000	94171	40486.8	1335884
1259000	94722.3	40772.3	1338469
1260000	95263.4	41279.3	1332818
1261000	93980.6	40596.2	1325168
1262000	95306	40983.8	1343704
1263000	95357.7	40723.1	1355592
1264000	95150.4	40717.6	1345970
1266000	95717.7	41341.5	1341362
1267000	95616.5	41180.6	1340711
1268000	95376.5	41084.9	1344149
1269000	95296.1	40771.8	1357992
1270000	94562.5	40445.9	1349962
1271000	95000.5	40788.6	1347032
1272000	95292.4	41109.9	1345105
1273000	95359.6	40964.5	1341465
1274000	95893.3	41316.7	1351580
1275000	95823.6	41415.4	1346844
1276000	95771.4	40963	1353471
1277000	95655.9	40962.2	1356130
1278000	95461.6	41093.6	1337800
1279000	94227	40495.3	1327607
1280000	94380	40739	1331258
1281000	94764.7	40517.7	1347762
1282000	95008.2	41065	1348162
1283000	95415.2	41112.1	1349788
1284000	95460.5	41049.9	1352516
1285000	96134.3	41383.6	1361030
1286000	95506.1	40895.1	1358896
1287000	96314.1	41348	1365123
1288000	96177.5	41015.7	1371357
1289000	95657.1	41051.3	1358381
1290000	95319.6	40640.3	1352094
1291000	95854.5	41265.7	1345835
1292000	95131.6	40990.1	1331536
1293000	94865.8	40636.7	1335691
1294000	95755.4	41334.8	1340200
1295000	95410.3	41107.4	1340156
1296000	94771.8	40574.8	1345015
1297000	94998.1	40795.6	1339206
1298000	95180.1	40900.1	1345449
1299000	95306.6	41076.3	1344767
1301000	94295	40487.5	1331545
1302000	94877.4	40992.1	1336399
1303000	94222.2	40484.6	1341648
1304000	94058.6	40563.6	1337335
1305000	92750.9	39783.7	1332127
1306000	93158.7	40205.4	1330741
1307000	93265.3	40028.9	1337711
1308000	93814.9	40233.6	1335636
1309000	93282.6	40013.7	1334683
1310000	94050.9	40079.1	1347958
1311000	93701.4	40155.7	1338535
1312000	93378.1	40179	1327887
1313000	93820.5	40173.8	1338507
1314000	94664	40692.3	1345018
1315000	94475.2	40508.7	1346379
1317000	93640.5	40296	1323974
1318000	93555.7	40296.7	1325816
1319000	93350.3	40072.6	1330045
1320000	94046.9	40356.8	1334294
1321000	93928.6	40190.4	1339285
1322000	93838	39965.9	1344776
1323000	93928.5	40016.9	1350800
1324000	94144.6	39967.3	1350225
1325000	95123.7	40633.7	1360963
1326000	95137.9	40595	1358232
1327000	93805.9	40187	1336363
1328000	94508.3	40281.8	1354703
1329000	94231.4	40356.6	1346202
1330000	94384	40120.3	1358169
1331000	95499.3	40756.1	1369079
1332000	94461.3	40114.1	1361083
1333000	94184.8	40170.8	1346715
1334000	93615.4	40137.7	1334285
1335000	93894.7	40276.9	1337513
1336000	93753.1	40166.4	1337752
1337000	95254.9	40681.7	1361732
1338000	93805	40032.8	1344883
1339000	93937.4	40066.3	1344998
1340000	94498.5	40523.6	1346578
1342000	93240.9	39761.5	1341306
1343000	93718.9	40259.1	1342787
1344000	94318.8	40457.1	1345501
1345000	93673.8	40022.8	1333758
1346000	93337.5	39995.2	1323623
1347000	94069.4	40335.3	1340788
1348000	94434.9	40625.7	1341209
1349000	93271.1	39940.5	1329098
1350000	93296.5	40099.2	1325412
1351000	93278.9	40044.3	1336477
1352000	92651.8	39749.6	1327128
1353000	92620.8	39927.9	1328003
1354000	92694	39667.9	1331830
1355000	92375.8	39505.7	1330937
1356000	92461.9	39566	1329682
1357000	92632.6	39725.5	1323987
1358000	93039.7	39888.1	1331395
1360000	93116.3	39807.3	1347305
1361000	93241.5	39806.1	1349271
1363000	93224.7	39919.6	1339950
1364000	92528.4	39852.3	1319346
1365000	92542.9	39625	1326573
1366000	92743.4	39603.4	1330284
1367000	92692.3	39820	1318167
1368000	92610.1	39951.7	1311055
1369000	91747.4	39629.1	1301212
1370000	92276.8	39589	1313835
1371000	93259	39975.9	1325732
1372000	92780.7	40043.5	1309266
1374000	92466.6	39971.1	1309919
1375000	93050.2	40044.9	1320385
1376000	92288.1	39751.2	1312185
1377000	92734.5	39968.5	1316643
1378000	92195.3	39615	1318597
1379000	92865.9	40198.2	1323186
1380000	91841.7	39362.6	1320201
1381000	92877	39720.4	1337844
1382000	93477.4	39968.7	1335576
1383000	92481.9	39721.5	1321552
1384000	91933.4	39300.2	1320267
1385000	93035	39848	1331936
1386000	92528.7	39577.3	1330634
1387000	92097.6	39339.3	1325287
1388000	91817.7	39350.7	1328938
1389000	91451.3	38877.5	1342989
1390000	92141.8	39239.9	1342575
1391000	91921.3	39263.2	1340727
1392000	91859.5	39386.2	1336753
1393000	92191	39249.1	1345972
1395000	92450.1	39377.3	1346458
1396000	92675	39443.4	1354668
1397000	92935.2	39838.2	1345027
1398000	92718	39670	1345058
1399000	92200.3	39341.6	1341531
1400000	91345.7	38815.1	1343712
1401000	92816.5	39477.1	1357665
1402000	92544.6	39409.3	1352469
1403000	91741.8	39037.3	1332462
1404000	91728.3	39202.2	1331346
1405000	91929.5	39338.7	1333390
1406000	92141.2	39333.6	1336030
1407000	92269.5	39253.2	1342078
1408000	92180.2	39184.6	1342365
1410000	91988.7	39457.8	1329250
1412000	91914.5	39200.6	1338297
1413000	91990.3	39187	1343467
1414000	91432.6	39044	1328873
1415000	90732	38851.5	1316934
1416000	91135.6	38927.4	1327803
1417000	91374.5	38915.9	1333677
1418000	91825	39135.6	1341017
1419000	92355	39363.1	1350477
1420000	92380.3	39227.6	1355437
1421000	92946.9	39580.4	1359466
1422000	92746.6	39494.1	1356633
1424000	92986.9	39701.6	1349073
1425000	92846.3	39668.9	1343773
1426000	91799	39295	1332460
1427000	92576.3	39664.3	1345995
1428000	92178.5	39268	1354427
1429000	92729.3	39527.5	1359875
1430000	92421.1	39378.7	1359966
1431000	91658.3	39180.1	1343010
1433000	91554.5	39269.5	1333741
1434000	91762	39122.1	1342093
1435000	91988.5	39283.9	1342698
1436000	91779.2	39009.5	1347451
1437000	92084.3	39247.3	1341273
1438000	91482.2	39132	1323155
1439000	91129.7	38850	1327427
1440000	90616.3	38940.7	1310090
1441000	91125.9	39187.2	1310583
1442000	90321.6	38609	1309945
1443000	91464.1	39112.8	1328581
1444000	91295	38910.4	1334699
1445000	90881.2	38826.5	1326292
1447000	90270.8	38671.3	1319440
1448000	91014.7	38921	1320400
1449000	90943.4	38894.3	1320541
1451000	91101.4	39118.9	1308947
1452000	91257	39017.2	1314440
1453000	91264.6	39135.2	1315157
1454000	91239.4	39091.8	1313779
1455000	91104.2	39162.7	1302573
1456000	90642.2	39039.2	1299576
1457000	90123.1	38958.9	1284214
1458000	90764	39094.8	1297567
1459000	90952.1	39098.5	1302297
1460000	90544.8	38993.7	1299445
1461000	89987.7	38690.7	1297936
1462000	89840.7	38588.8	1307101
1463000	90543.2	38904.4	1314038
1464000	91182.4	39060.2	1324224
1465000	90516.6	38657.1	1326268
1466000	90870.6	38952.8	1316412
1467000	89703.8	38319.7	1308790
1468000	90606.7	38879.9	1312584
1469000	91725.3	39270.2	1325839
1470000	91063.1	39098.9	1317335
1471000	90864.9	38654.2	1328512
1472000	89949.1	38067.1	1316605
1473000	91202	38866.7	1324771
1474000	90574.1	38675.5	1319395
1475000	90267.5	38596.1	1320227
1476000	90382.7	38422.2	1330489
1477000	90637.9	39001.4	1317237
1478000	90517.4	38763.2	1324805
1479000	90984.5	38816.5	1331397
1481000	91152.1	38887.9	1331528
1482000	91912.7	39109.2	1345407
1483000	92027.2	39247.3	1345234
1484000	91405.6	38817.5	1339788
1485000	91160.9	38600.1	1345318
1486000	91167.2	38461.6	1347932
1487000	91494.1	38473.3	1362824
1488000	91858	38785.5	1362756
1489000	91165.1	38610.9	1352861
1490000	91175.1	38353.8	1354822
1491000	91538.6	38557.2	1363331
1493000	91134.7	38672.5	1348887
1494000	91157.8	38633.7	1345973
1495000	90120.6	38489.4	1326357
1496000	90070.6	38566.2	1317700
1497000	90113.5	38356.8	1320985
1498000	90089.7	38352.2	1325146
1499000	90082.7	38354.3	1318772
1500000	90326	38522.5	1320162
1501000	89964.1	38390.1	1324053
1502000	88786	37657.6	1316873
1503000	89392.1	38146.8	1311951
1504000	89137.3	37865.8	1315123
1505000	89261.3	37898.4	1317631
1506000	89519	38151.3	1314192
1507000	89882.5	38484.3	1315764
1508000	89248.6	38102.8	1306196
1509000	89871.3	38224	1307371
1510000	89182.6	37829.7	1305991
1511000	89937.2	38224.7	1307959
1512000	90312.8	38536.8	1304873
1513000	89896.7	38445.3	1303586
1514000	89535.4	38247.4	1306175
1515000	89583.6	38422.1	1300356
1516000	89049.1	38277.5	1285432
1517000	89712.8	38443.9	1303905
1518000	89003.5	37912.5	1305939
1519000	90164.8	38576	1318889
1520000	89825.5	38176.5	1320010
1521000	89743.6	38261.6	1320667
1522000	89795.4	38268.6	1320300
1523000	89907.9	38268.1	1325308
1524000	89826.4	38591.7	1320254
1525000	90000.1	38620.6	1319334
1526000	90037.8	38423.6	1330323
1527000	89935.5	38289.2	1325312
1528000	90643.6	38835.6	1332340
1529000	89347	38201.5	1312657
1530000	89683.7	38243	1321401
1531000	89458	38029.4	1322718
1532000	89397.4	38037.7	1322035
1533000	89033.3	37810.3	1317770
1534000	89216.6	38075.2	1314677
1535000	89462.2	38107.8	1326261
1536000	89282.9	37792.6	1329102
1537000	89534.6	38259.4	1317280
1538000	88961.4	37825.9	1319932
1539000	89374.6	38177	1326840
1540000	89320.4	38270.2	1318625
1541000	89097.5	38362	1309637
1542000	88428.8	37991.7	1303593
1543000	88679.3	38238	1298919
1544000	88150.5	37929	1302559
1545000	88782.3	38061.2	1313806
1546000	89799.1	38504	1323738
1547000	89242.9	38260.5	1321947
1548000	89445.4	38378.3	1320301
1549000	89162	38087.5	1323685
1550000	88916.6	37982.6	1319523
1551000	89635.6	38221	1321739
1552000	89788.4	38214.7	1330879
1553000	89824.7	38518.5	1327570
1554000	90264.3	38621.6	1339739
1555000	89213.4	38178.9	1315234
1556000	90089.1	38541	1332708
1557000	89061.1	38063.3	1318731
1558000	88959.1	37989.9	1319875
1559000	89016.1	38050.6	1319974
1560000	88732.7	37850	1315297
1561000	89413.9	38187.2	1319451
1562000	89095.9	38094.2	1312371
1563000	89028.1	38355.8	1297294
1564000	88246.1	37871	1285911
1565000	88514.2	38105.8	1287847
1566000	88482	37930.9	1298259
1567000	88497.9	37653.5	1308185
1568000	88951	38105.7	1312231
1569000	88357.9	37620.7	1313292
1570000	88369.8	37623	1314206
1571000	87817.1	37561.3	1305881
1572000	87799.6	37622.3	1307765
1573000	88582.5	37831.5	1307742
1574000	88393.4	37847.3	1303441
1575000	88271.5	37930.7	1292418
1576000	88133.5	37647.1	1304399
1577000	87944.5	37724.6	1300241
1578000	88397	37779.7	1310009
1580000	89026.5	37860	1334331
1581000	88708.3	37785.3	1330969
1582000	89088.5	38180.2	1323641
1583000	88318.4	37948.2	1310840
1584000	88393.5	37934.4	1305929
1585000	88111	37619.4	1309774
1586000	88918.1	38088.7	1317118
1587000	88907.6	38027.3	1320234
1588000	89095.5	38168.3	1319819
1589000	89176.4	38214.2	1318669
1590000	89079.7	38200.1	1313724
1591000	89621.8	38222.7	1322955
1592000	88825.5	37939.6	1309974
1593000	88653.2	38155	1297247
1594000	88296.9	37708.8	1299382
1595000	88453.3	37491.6	1310272
1596000	88642.1	37659	1311066
1597000	88774.5	37925.4	1310166
1598000	88036	37596.9	1287739
1599000	88434.7	38137.5	1280150
1601000	88867.2	38296.2	1290248
1602000	87903	37883.6	1273495
1603000	88537.7	37947.4	1295260
1604000	88086.6	37776.1	1289229
1605000	87833.4	37427.1	1294271
1606000	88336.7	37929.3	1296023
1607000	88212	37692.2	1304400
1608000	86979	37241.6	1289181
1609000	87413.2	37685	1279857
1611000	86971.9	37455.7	1274637
1612000	86708.1	37447	1271073
1613000	86683	37488.4	1265885
1614000	86787.5	37434.3	1275696
1615000	86713.7	37415.5	1264602
1616000	86906.5	37596.4	1274226
1617000	87041.7	37417.8	1281463
1618000	88721.2	37998.6	1307186
1619000	87864.5	37689.1	1299788
1620000	87998.3	37760.9	1293421
1621000	87784.6	37601.4	1296015
1622000	88456.7	38118.2	1298155
1623000	87445.4	37665.3	1288507
1625000	88409.4	38044.1	1301687
1626000	87863.8	37448.9	1310899
1627000	88413.5	37669.8	1315727
1628000	88281.3	37679.9	1318032
1629000	88284.4	37747.5	1314929
1630000	88579.4	37880.8	1320386
1631000	88223.3	37632	1320569
1632000	88360.3	37669.2	1315313
1633000	88342.4	37575.8	1320203
1634000	88305.6	37568.9	1311362
1635000	88873.7	37958	1318762
1637000	88032.2	37834.5	1293115
1638000	88392.2	38015.7	1298384
1639000	87969.9	37912.6	1287244
1640000	88144.5	37811.3	1295353
1641000	88367.7	37949.4	1301462
1642000	88834.7	38103.8	1306934
1643000	88501.4	37934.2	1307753
1644000	88921.2	38291.8	1310105
1645000	88875.4	38206.7	1310182
1646000	89525.2	38642.5	1316972
1647000	89204.5	38297.3	1316010
1648000	89523.5	38340.9	1327356
1649000	88603.4	37837.6	1316179
1650000	88770.4	37681.3	1332211
1651000	88868.5	38118.4	1323455
1652000	88079.6	37659.8	1318378
1653000	88374.7	37638.2	1327747
1654000	87702.2	37572.7	1310994
1655000	87531.5	37611.5	1301276
1657000	87096.6	37340.1	1300990
1658000	87177.7	37466.9	1300932
1659000	86596.3	37157.1	1288627
1660000	87151.2	37183.6	1302131
1661000	86907.7	37540.7	1277562
1662000	86846.4	37492.4	1277071
1663000	86459.1	37364.9	1275623
1664000	86785.9	37185.6	1291163
1666000	87515.1	37443.8	1307381
1667000	87237.4	37359.2	1306603
1668000	87659.7	37539.5	1306452
1669000	87548.4	37298.4	1315499
1670000	88067.7	37511.8	1323193
1671000	88014.8	37795.3	1307428
1672000	87695.2	37601.9	1303473
1674000	88359.5	37737.9	1320273
1675000	87992.3	37371.3	1324179
1676000	88560.3	37742.6	1328738
1677000	87406.6	36988.6	1312837
1678000	86713.4	36728.8	1301010
1679000	86676	36788.2	1301485
1680000	88035.8	37587.2	1314402
1681000	88326	37608.5	1324835
1682000	87271.9	36953.3	1316846
1684000	87163	37033.1	1316565
1685000	87443.4	37081.9	1317555
1686000	87544.5	37288.1	1319617
1687000	86676.3	36846.1	1310113
1688000	87458.1	37164.8	1317657
1689000	87383.1	37389.2	1307717
1690000	87457.6	37293.6	1310676
1691000	87487.3	37192.4	1318714
1692000	87645	37326.6	1309721
1693000	86951.6	36811.7	1310804
1694000	87200.2	37098.8	1308408
1695000	87342.1	37159.3	1313477
1696000	87472.2	37163.8	1310779
1697000	86733.8	37110	1286237
1698000	86241.2	36770.6	1288592
1699000	86010.5	36642.9	1287283
1700000	85982.6	36609.3	1289387
1701000	86299.1	36667.6	1304724
1702000	86586.5	37011.4	1305624
1703000	86734.9	36974.1	1304636
1704000	86356	36696.1	1302844
1705000	86483.4	36899	1298612
1706000	86487.1	36732.6	1303909
1707000	86373.6	36701.6	1301075
1708000	87389.8	36968.4	1321203
1709000	87334.9	37026.2	1321739
1710000	86721.7	36898.8	1304689
1711000	86319.9	36787.2	1307358
1712000	87373.1	37073.1	1329566
1713000	86875	36776.2	1315819
1714000	87013.6	36819.6	1310781
1715000	87935.2	37318.5	1321529
1716000	87178.9	36629	1327930
1717000	87333.7	36754.4	1328864
1719000	87532.9	36754.8	1332333
1720000	86643.5	36425.2	1328283
1721000	87269.8	36420.6	1340234
1722000	87312.6	36419	1336119
1723000	87451	36830.3	1330370
1724000	87101.5	36492.6	1330973
1725000	86960.8	36734.6	1320872
1726000	87159.7	36838.1	1320234
1727000	86673.9	36646.8	1315798
1728000	86600.4	36695.8	1312380
1729000	86482.6	36804	1308945
1731000	85910.3	36677.9	1287813
1732000	85165	36319.4	1276202
1733000	85970.8	36666.9	1291041
1734000	86599.5	36889.8	1306084
1735000	86878.9	36895.2	1316921
1736000	86836.3	36602	1327599
1737000	86858.8	36630.1	1326516
1738000	87462.1	36976.8	1334565
1739000	86403.2	36385.3	1330166
1740000	87191.2	36910.7	1326989
1741000	86886.5	36633.3	1324606
1742000	87182.8	36826.4	1330417
1743000	86716.9	36487.3	1328745
1744000	87125.8	36808.8	1326794
1745000	86920.4	36568.3	1329591
1747000	86750	36654.6	1323058
1748000	85955.3	36319.4	1305994
1749000	85590.3	36161.2	1305349
1750000	85359.2	36098.8	1298512
1751000	86358.2	36810.2	1296063
1752000	84836.4	36022.3	1279162
1753000	84869	36156.2	1275430
1754000	85309.5	36228.7	1285889
1755000	85299.6	36030.5	1297813
1756000	85522.9	36076.1	1306004
1757000	85990.8	36539.7	1312355
1758000	85803.7	36284.4	1315419
1759000	85517.6	36369.6	1307104
1760000	85549.2	36172.2	1308915
1761000	86021.9	36460.6	1317256
1762000	86192.8	36333.7	1324092
1763000	85946	35972.6	1331088
1764000	86759.7	36541.8	1333113
1765000	86458.1	36350.5	1338819
1766000	86627.6	36561.4	1337186
1767000	86581.7	36445.9	1338743
1768000	86517.8	36520.7	1332295
1769000	86176.5	36281.8	1326147
1770000	86003.1	36449.7	1316250
1771000	85634.5	36443.8	1301230
1772000	85007.3	36006.8	1295621
1773000	85486.7	36248.9	1301822
1774000	85494.1	36016.3	1315087
1775000	85187.6	35906.3	1311505
1776000	86213.4	36633.8	1312884
1777000	85779.1	36337.3	1309979
1778000	85686	36258.4	1312292
1779000	85220.9	36134.9	1299831
1780000	86525.1	36504.8	1314324
1781000	85805.1	36248.6	1307117
1782000	85780.4	36373.8	1298030
1783000	85701.7	36539.3	1283607
1784000	85693.9	36677.8	1281660
1785000	86203.4	36945.3	1285479
1786000	86347	36863	1294709
1787000	86012.7	36466.3	1301496
1788000	86055.5	36460.7	1307061
1789000	85964.8	36416.1	1306208
1790000	86170.8	36488.8	1306453
1791000	86011.8	36285.7	1311372
1792000	86022.3	36162.6	1311423
1793000	86831.8	36824	1311342
1794000	86611.7	36358	1329325
1795000	86754.5	36593.4	1324606
1796000	87020.4	36436	1336280
1797000	86119.7	36100.7	1328484
1798000	86751.9	36415.2	1335381
1799000	86973.3	36599.4	1340349
1800000	86320.2	36035.8	1333365
1801000	86379	36314	1323872
1802000	85402.1	35896.2	1313880
1803000	85640.5	36236.1	1306600
1804000	86861.6	36692.9	1329273
1805000	86369.4	36247.3	1328960
1806000	85857.4	35920.1	1329559
1808000	85350.9	35617.6	1332061
1809000	86049.5	35924.8	1334640
1810000	86260	36245	1329926
1811000	86007.3	36063.6	1335090
1812000	85751.5	35954	1323680
1813000	86220.5	36467.1	1313690
1814000	85910.8	36308	1306644
1816000	86244.9	36370.8	1323328
1817000	86391.3	36230.7	1324035
1818000	86545.3	36424.3	1318524
1819000	86836.2	36411.1	1330781
1820000	87111.4	36632.9	1322715
1821000	85907.4	36117.4	1308801
1822000	85367	35603.8	1312167
1823000	85478.5	35805.4	1316018
1824000	86980.9	36695.6	1335286
1825000	86095.9	36011.2	1334910
1826000	85488.8	35812.1	1319553
1827000	86513	36431.7	1326552
1828000	85740.2	35930.8	1320661
1829000	85726.8	36153	1312955
1830000	86050.9	36462.6	1317239
1831000	85262.2	36034.2	1302258
1832000	85329.6	36074	1308787
1833000	85146.6	36142.4	1291917
1834000	84760	35834.8	1289713
1835000	84806.3	35768.7	1297671
1836000	85342.6	35896.3	1313939
1837000	85809.6	36219.9	1310751
1838000	84674.7	35821.2	1292572
1839000	84497.5	35555.3	1294295
1840000	84798.2	35776.3	1304150
1841000	84025.7	35356.4	1287737
1842000	84262.2	35441.7	1291856
1843000	84132.6	35550.4	1287002
